Date,Time,DateTime,days,Chlorophyll_RFU,Depth_m,fDOM_QSU,fDOM_RFU,ODO_PerSat,ODO_PerLocSat,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Light_lux,Turbidity_FNU,Temp_C
3/29/2023,3:15:00,3/29/2023 3:15,1.46,0.58,0.473,24.97,8.33,101.7,103.9,10.45,120.4,0.57,7.7,0,2.59,14.157
3/29/2023,3:20:00,3/29/2023 3:20,1.47,0.53,0.474,24.99,8.34,101.6,103.7,10.44,120.6,0.56,7.7,0,2.54,14.126
3/29/2023,3:25:00,3/29/2023 3:25,1.47,0.54,0.474,25.06,8.36,101.5,103.6,10.44,120.3,0.58,7.7,0,2.84,14.069
3/29/2023,3:30:00,3/29/2023 3:30,1.47,0.51,0.475,24.98,8.33,101.2,103.3,10.4,120.4,0.59,7.7,0,2.64,14.104
3/29/2023,3:35:00,3/29/2023 3:35,1.48,0.49,0.475,25,8.34,101.3,103.4,10.42,120.2,0.59,7.69,0,2.53,14.046
3/29/2023,3:40:00,3/29/2023 3:40,1.48,0.52,0.475,25.04,8.35,101.1,103.2,10.4,120.4,0.58,7.69,0,2.46,14.07
3/29/2023,3:45:00,3/29/2023 3:45,1.48,0.5,0.476,25.09,8.37,100.9,103.1,10.4,120.2,0.61,7.69,0,2.57,14.016
3/29/2023,3:50:00,3/29/2023 3:50,1.49,0.61,0.476,25.02,8.35,100.8,103,10.38,120.4,0.62,7.68,0,2.61,14.042
3/29/2023,3:55:00,3/29/2023 3:55,1.49,0.47,0.476,25.05,8.36,100.6,102.7,10.37,120.5,0.58,7.68,0,2.8,13.989
3/29/2023,4:00:00,3/29/2023 4:00,1.49,0.49,0.477,25.09,8.37,100.3,102.4,10.32,120.1,0.57,7.67,0,2.57,14.059
3/29/2023,4:05:00,3/29/2023 4:05,1.5,0.58,0.477,25.07,8.36,100,102.1,10.3,120.2,0.62,7.67,0,2.66,14.035
3/29/2023,4:10:00,3/29/2023 4:10,1.5,0.55,0.478,25.09,8.37,99.9,102,10.29,120.2,0.58,7.66,0,2.43,14.017
3/29/2023,4:15:00,3/29/2023 4:15,1.5,0.55,0.478,25.11,8.38,99.8,101.9,10.29,120.1,0.58,7.66,0,2.47,13.972
3/29/2023,4:20:00,3/29/2023 4:20,1.51,0.63,0.478,25.11,8.38,99.8,101.9,10.3,120,0.62,7.67,0,2.56,13.928
3/29/2023,4:25:00,3/29/2023 4:25,1.51,0.49,0.478,25.15,8.39,99.8,101.9,10.31,120.1,0.59,7.66,0,2.47,13.874
3/29/2023,4:30:00,3/29/2023 4:30,1.51,0.49,0.478,25.11,8.38,99.6,101.7,10.28,120.3,0.6,7.66,0,2.64,13.925
3/29/2023,4:35:00,3/29/2023 4:35,1.52,0.58,0.478,25.12,8.38,99.5,101.6,10.29,120.2,0.6,7.66,0,2.73,13.842
3/29/2023,4:40:00,3/29/2023 4:40,1.52,0.52,0.478,25.15,8.39,99.5,101.6,10.29,120.1,0.61,7.66,0,2.56,13.824
3/29/2023,4:45:00,3/29/2023 4:45,1.52,0.49,0.479,25.17,8.4,99.5,101.6,10.3,120.1,0.58,7.66,0,2.61,13.81
3/29/2023,4:50:00,3/29/2023 4:50,1.53,0.5,0.479,25.18,8.4,99.6,101.7,10.29,120.1,0.62,7.66,0,2.55,13.854
3/29/2023,4:55:00,3/29/2023 4:55,1.53,0.49,0.478,25.22,8.41,99.3,101.4,10.28,120,0.62,7.66,0,2.54,13.788
3/29/2023,5:00:00,3/29/2023 5:00,1.53,0.51,0.478,25.19,8.4,99.2,101.3,10.27,120.3,0.59,7.65,0,2.55,13.789
3/29/2023,5:05:00,3/29/2023 5:05,1.54,0.51,0.478,25.19,8.4,99.2,101.3,10.27,120.2,0.61,7.65,0,2.57,13.791
3/29/2023,5:10:00,3/29/2023 5:10,1.54,0.74,0.477,25.22,8.41,99.1,101.2,10.27,120.1,0.64,7.65,0,2.65,13.717
3/29/2023,5:15:00,3/29/2023 5:15,1.55,0.52,0.477,25.21,8.41,98.8,100.9,10.25,120.2,0.62,7.65,0,2.58,13.712
3/29/2023,5:20:00,3/29/2023 5:20,1.55,0.47,0.478,25.18,8.4,98.7,100.8,10.24,120.3,0.63,7.64,0,2.51,13.672
3/29/2023,5:25:00,3/29/2023 5:25,1.55,0.65,0.478,25.25,8.42,98.4,100.5,10.22,120.1,0.62,7.64,0,2.39,13.647
3/29/2023,5:30:00,3/29/2023 5:30,1.56,0.49,0.477,25.22,8.41,98.1,100.2,10.2,120.2,0.61,7.63,0,2.57,13.591
3/29/2023,5:35:00,3/29/2023 5:35,1.56,0.5,0.478,25.18,8.4,97.9,100,10.18,120.3,0.63,7.62,0,2.69,13.595
3/29/2023,5:40:00,3/29/2023 5:40,1.56,0.51,0.478,25.26,8.43,97.7,99.7,10.16,120.2,0.63,7.62,0,2.79,13.545
3/29/2023,5:45:00,3/29/2023 5:45,1.57,0.51,0.479,25.22,8.41,97.1,99.2,10.13,120.4,0.64,7.6,0,2.64,13.452
3/29/2023,5:50:00,3/29/2023 5:50,1.57,0.52,0.478,25.21,8.41,97.3,99.3,10.15,120.6,0.63,7.6,0,2.71,13.424
3/29/2023,5:55:00,3/29/2023 5:55,1.57,0.51,0.478,25.11,8.38,97.9,99.9,10.19,120.7,0.62,7.62,0,2.57,13.511
3/29/2023,6:00:00,3/29/2023 6:00,1.58,0.56,0.478,25.17,8.4,97.9,100,10.21,120.6,0.63,7.62,0,2.72,13.453
3/29/2023,6:05:00,3/29/2023 6:05,1.58,0.5,0.478,25.26,8.43,98,100.1,10.24,120.4,0.63,7.63,0,3.56,13.385
3/29/2023,6:10:00,3/29/2023 6:10,1.58,0.58,0.479,25.21,8.41,98,100.1,10.22,120.5,0.65,7.63,0,2.39,13.474
3/29/2023,6:15:00,3/29/2023 6:15,1.59,0.48,0.479,25.24,8.42,98,100.1,10.21,120.5,0.64,7.63,0.2,2.62,13.53
3/29/2023,6:20:00,3/29/2023 6:20,1.59,0.75,0.479,25.25,8.42,97.5,99.5,10.15,120.5,0.63,7.62,2.22,2.58,13.492
3/29/2023,6:25:00,3/29/2023 6:25,1.59,0.58,0.48,25.26,8.43,97.3,99.4,10.14,120.5,0.69,7.6,8.51,2.53,13.503
3/29/2023,6:30:00,3/29/2023 6:30,1.6,0.51,0.479,25.25,8.42,97.3,99.4,10.13,120.6,0.63,7.61,26.34,2.69,13.532
3/29/2023,6:35:00,3/29/2023 6:35,1.6,0.55,0.478,25.2,8.41,96.1,98.1,10.03,120.6,0.64,7.59,63.38,3.31,13.4
3/29/2023,6:40:00,3/29/2023 6:40,1.6,0.57,0.478,25.26,8.43,96.2,98.3,10.06,120.5,0.65,7.59,127.6,2.55,13.346
3/29/2023,6:45:00,3/29/2023 6:45,1.61,0.55,0.479,25.24,8.42,95.9,97.9,10.02,120.6,0.62,7.58,220.16,2.85,13.355
3/29/2023,6:50:00,3/29/2023 6:50,1.61,0.6,0.478,25.25,8.42,95.9,97.9,10.01,120.6,0.67,7.58,338.08,3.5,13.416
3/29/2023,6:55:00,3/29/2023 6:55,1.61,0.64,0.478,24.94,8.32,95.4,97.4,9.96,120.9,0.68,7.56,466.72,4.8,13.375
3/29/2023,7:00:00,3/29/2023 7:00,1.62,0.5,0.478,25.12,8.38,95.6,97.7,9.99,120.8,0.62,7.56,589.28,4.31,13.382
3/29/2023,7:05:00,3/29/2023 7:05,1.62,0.56,0.479,25.17,8.4,95.5,97.5,9.99,121,0.63,7.56,714.24,2.84,13.345
3/29/2023,7:10:00,3/29/2023 7:10,1.63,0.58,0.48,25.17,8.4,94.9,96.9,9.92,121,0.61,7.55,833.92,2.71,13.327
3/29/2023,7:15:00,3/29/2023 7:15,1.63,0.48,0.479,25.14,8.39,94.8,96.7,9.92,121.2,0.59,7.54,944,2.55,13.273
3/29/2023,7:20:00,3/29/2023 7:20,1.63,0.5,0.48,25.13,8.38,94.8,96.8,9.91,121.1,0.62,7.54,1047.36,2.7,13.322
3/29/2023,7:25:00,3/29/2023 7:25,1.64,0.58,0.48,25.16,8.39,94,96,9.84,121.4,0.65,7.53,1142.08,2.71,13.278
3/29/2023,7:30:00,3/29/2023 7:30,1.64,0.5,0.482,25.11,8.38,94,96,9.84,121.3,0.65,7.52,1224.64,2.86,13.276
3/29/2023,7:35:00,3/29/2023 7:35,1.64,0.55,0.483,25.15,8.39,93.9,95.9,9.83,121.3,0.64,7.52,1303.68,3.27,13.272
3/29/2023,7:40:00,3/29/2023 7:40,1.65,0.51,0.484,25.12,8.38,93.8,95.7,9.82,121.5,0.65,7.52,1380.48,2.74,13.252
3/29/2023,7:45:00,3/29/2023 7:45,1.65,0.56,0.484,25.06,8.36,94.1,96.1,9.85,121.4,0.63,7.52,1448.96,2.62,13.297
3/29/2023,7:50:00,3/29/2023 7:50,1.65,0.61,0.486,25.06,8.36,93.9,95.9,9.84,121.4,0.65,7.52,1512.96,2.72,13.255
3/29/2023,7:55:00,3/29/2023 7:55,1.66,0.64,0.487,25.06,8.36,93.8,95.8,9.83,121.5,0.61,7.52,1576.96,2.81,13.223
3/29/2023,8:00:00,3/29/2023 8:00,1.66,0.54,0.487,25.07,8.36,93.7,95.7,9.83,121.4,0.64,7.52,1633.92,2.58,13.172
3/29/2023,8:05:00,3/29/2023 8:05,1.66,0.51,0.488,25.02,8.34,93.6,95.6,9.83,121.7,0.62,7.51,1703.04,2.5,13.147
3/29/2023,8:10:00,3/29/2023 8:10,1.67,0.48,0.488,25.08,8.37,93.7,95.7,9.83,121.6,0.63,7.51,1774.72,2.53,13.164
3/29/2023,8:15:00,3/29/2023 8:15,1.67,0.53,0.487,25.04,8.35,93.8,95.8,9.84,121.5,0.67,7.51,1845.76,2.6,13.209
3/29/2023,8:20:00,3/29/2023 8:20,1.67,0.56,0.487,25.02,8.35,93.6,95.6,9.83,121.6,0.64,7.51,1928.32,2.88,13.137
3/29/2023,8:25:00,3/29/2023 8:25,1.68,0.52,0.487,25.05,8.35,93.7,95.6,9.84,121.6,0.65,7.51,2015.36,2.49,13.118
3/29/2023,8:30:00,3/29/2023 8:30,1.68,0.58,0.486,24.99,8.34,93.3,95.2,9.8,121.6,0.68,7.51,2078.72,2.61,13.099
3/29/2023,8:35:00,3/29/2023 8:35,1.68,0.49,0.486,24.99,8.34,93.4,95.4,9.82,121.6,0.66,7.51,4011.52,2.78,13.097
3/29/2023,8:40:00,3/29/2023 8:40,1.69,0.51,0.486,24.96,8.33,93.5,95.5,9.82,121.6,0.67,7.51,10009.6,2.5,13.145
3/29/2023,8:45:00,3/29/2023 8:45,1.69,0.58,0.486,24.96,8.33,93.6,95.6,9.83,121.5,0.69,7.52,12436.48,2.46,13.147
3/29/2023,8:50:00,3/29/2023 8:50,1.69,0.55,0.487,24.91,8.31,93.7,95.6,9.83,121.6,0.66,7.51,14131.2,2.56,13.17
3/29/2023,8:55:00,3/29/2023 8:55,1.7,0.51,0.487,24.86,8.29,93.8,95.8,9.83,121.6,0.63,7.51,14868.48,2.41,13.224
3/29/2023,9:00:00,3/29/2023 9:00,1.7,0.53,0.487,24.84,8.29,93.8,95.8,9.82,121.6,0.66,7.51,15426.56,2.62,13.252
3/29/2023,9:05:00,3/29/2023 9:05,1.7,0.47,0.487,24.83,8.28,94,96,9.83,121.6,0.63,7.52,15953.92,2.52,13.314
3/29/2023,9:10:00,3/29/2023 9:10,1.71,0.46,0.487,24.87,8.29,95.1,97.1,9.93,121.2,0.63,7.54,16706.56,2.46,13.381
3/29/2023,9:15:00,3/29/2023 9:15,1.71,0.47,0.487,24.84,8.28,95,97,9.91,121.1,0.63,7.55,17336.32,2.9,13.414
3/29/2023,9:20:00,3/29/2023 9:20,1.72,1.9,0.486,24.71,8.24,95.8,97.9,9.98,120.9,1.14,7.57,18001.92,2.36,13.505
3/29/2023,9:25:00,3/29/2023 9:25,1.72,0.44,0.486,24.88,8.3,96.8,98.8,10.06,120.8,0.64,7.59,18406.4,2.43,13.577
3/29/2023,9:30:00,3/29/2023 9:30,1.72,0.52,0.485,24.82,8.28,97.5,99.6,10.11,120.7,0.63,7.6,18959.36,2.49,13.708
3/29/2023,9:35:00,3/29/2023 9:35,1.73,0.38,0.485,24.82,8.28,98,100,10.14,120.6,0.61,7.61,19179.52,2.52,13.782
3/29/2023,9:40:00,3/29/2023 9:40,1.73,0.47,0.484,24.77,8.26,97.4,99.5,10.08,120.8,0.64,7.61,20039.68,2.36,13.8
3/29/2023,9:45:00,3/29/2023 9:45,1.73,0.4,0.483,24.66,8.23,97,99.1,10.03,121.2,0.61,7.58,20510.72,2.49,13.851
3/29/2023,9:50:00,3/29/2023 9:50,1.74,0.44,0.483,24.74,8.25,97.2,99.2,10.04,121.3,0.56,7.58,20823.04,2.36,13.867
3/29/2023,9:55:00,3/29/2023 9:55,1.74,0.42,0.481,24.64,8.22,97.5,99.5,10.06,121.5,0.62,7.57,21391.36,2.64,13.949
3/29/2023,10:00:00,3/29/2023 10:00,1.74,0.36,0.481,24.61,8.21,99.1,101.2,10.16,121.3,0.62,7.59,20464.64,2.46,14.242
3/29/2023,10:05:00,3/29/2023 10:05,1.75,0.36,0.479,24.54,8.19,99.3,101.4,10.19,121.4,0.57,7.59,22077.44,2.96,14.198
3/29/2023,10:10:00,3/29/2023 10:10,1.75,0.37,0.479,24.45,8.16,100.1,102.2,10.26,121.1,0.62,7.61,18800.64,2.31,14.227
3/29/2023,10:15:00,3/29/2023 10:15,1.75,0.39,0.478,24.46,8.16,100.5,102.6,10.29,121.1,0.61,7.63,23234.56,2.39,14.272
3/29/2023,10:20:00,3/29/2023 10:20,1.76,0.33,0.479,24.21,8.08,101.1,103.2,10.35,121.1,0.57,7.64,22487.04,2.95,14.287
3/29/2023,10:25:00,3/29/2023 10:25,1.76,0.3,0.48,24.42,8.15,101.1,103.2,10.36,121.1,0.55,7.66,21913.6,2.25,14.231
3/29/2023,10:30:00,3/29/2023 10:30,1.76,0.3,0.478,24.35,8.12,100.4,102.5,10.3,120.9,0.54,7.66,29696,2.5,14.228
3/29/2023,10:35:00,3/29/2023 10:35,1.77,0.36,0.48,24.25,8.09,100.5,102.6,10.28,121.2,0.56,7.65,27832.32,2.35,14.322
3/29/2023,10:40:00,3/29/2023 10:40,1.77,0.36,0.481,24.19,8.07,100.8,102.9,10.28,121.4,0.57,7.64,24494.08,2.12,14.435
3/29/2023,10:45:00,3/29/2023 10:45,1.77,0.33,0.48,24.14,8.05,100.8,102.9,10.27,121.5,0.51,7.63,23306.24,2.01,14.518
3/29/2023,10:50:00,3/29/2023 10:50,1.78,0.34,0.479,24.1,8.04,101.3,103.5,10.31,121.5,0.55,7.64,24033.28,2.18,14.556
3/29/2023,10:55:00,3/29/2023 10:55,1.78,0.38,0.479,23.73,7.92,101.6,103.7,10.31,121.6,0.5,7.64,25477.12,2.79,14.709
3/29/2023,11:00:00,3/29/2023 11:00,1.78,0.31,0.478,24.02,8.01,102,104.2,10.33,121.5,0.54,7.64,26255.36,2.19,14.798
3/29/2023,11:05:00,3/29/2023 11:05,1.79,0.29,0.477,23.95,7.99,102,104.1,10.33,121.4,0.55,7.65,25528.32,2.24,14.786
3/29/2023,11:10:00,3/29/2023 11:10,1.79,0.31,0.476,23.95,7.99,102.9,105,10.42,121.4,0.52,7.67,25374.72,2.11,14.771
3/29/2023,11:15:00,3/29/2023 11:15,1.8,0.29,0.477,23.92,7.98,101.7,103.9,10.3,121.3,0.51,7.65,28282.88,2.18,14.801
3/29/2023,11:20:00,3/29/2023 11:20,1.8,0.36,0.476,23.8,7.94,102,104.2,10.31,121.4,0.53,7.65,28815.36,2.2,14.876
3/29/2023,11:25:00,3/29/2023 11:25,1.8,0.3,0.476,23.66,7.89,104.2,106.4,10.49,121.6,0.47,7.67,20915.2,2.08,15.061
3/29/2023,11:30:00,3/29/2023 11:30,1.81,0.28,0.476,23.7,7.91,103.3,105.5,10.37,121.3,0.48,7.65,20945.92,1.91,15.181
3/29/2023,11:35:00,3/29/2023 11:35,1.81,0.32,0.476,23.65,7.89,103.4,105.6,10.37,121.3,0.45,7.65,25016.32,2.08,15.251
3/29/2023,11:40:00,3/29/2023 11:40,1.81,0.31,0.474,23.59,7.87,104.6,106.8,10.47,121.4,0.46,7.67,26501.12,2.09,15.314
3/29/2023,11:45:00,3/29/2023 11:45,1.82,0.29,0.473,23.59,7.87,104.8,107,10.48,121.3,0.46,7.68,25190.4,2.14,15.382
3/29/2023,11:50:00,3/29/2023 11:50,1.82,0.29,0.472,23.44,7.82,105,107.2,10.48,121.6,0.47,7.68,25047.04,1.94,15.432
3/29/2023,11:55:00,3/29/2023 11:55,1.82,0.3,0.472,23.49,7.84,104.1,106.3,10.43,121.5,0.47,7.68,24821.76,1.96,15.316
3/29/2023,12:00:00,3/29/2023 12:00,1.83,0.28,0.471,23.38,7.8,104.5,106.7,10.45,121.6,0.49,7.68,24698.88,2.03,15.365
3/29/2023,12:05:00,3/29/2023 12:05,1.83,0.31,0.471,23.34,7.78,104.5,106.7,10.44,121.6,0.5,7.69,24975.36,1.84,15.41
3/29/2023,12:10:00,3/29/2023 12:10,1.83,0.33,0.471,23.3,7.77,104.1,106.3,10.4,121.4,0.51,7.68,25815.04,1.89,15.408
3/29/2023,12:15:00,3/29/2023 12:15,1.84,0.32,0.471,23.24,7.75,104.4,106.6,10.41,121.4,0.53,7.69,22743.04,2.06,15.478
3/29/2023,12:20:00,3/29/2023 12:20,1.84,0.34,0.469,23.25,7.76,106.9,109.2,10.61,122,0.48,7.72,23582.72,1.86,15.724
3/29/2023,12:25:00,3/29/2023 12:25,1.84,0.3,0.469,23.23,7.75,106.5,108.7,10.54,121.4,0.43,7.71,25610.24,2.2,15.853
3/29/2023,12:30:00,3/29/2023 12:30,1.85,0.28,0.467,23.23,7.75,105.6,107.8,10.44,121.2,0.43,7.69,23644.16,2.05,15.917
3/29/2023,12:35:00,3/29/2023 12:35,1.85,0.29,0.467,23.18,7.73,105.6,107.8,10.46,121.5,0.45,7.69,24094.72,1.76,15.824
3/29/2023,12:40:00,3/29/2023 12:40,1.85,0.32,0.466,23.06,7.69,106.7,108.9,10.58,121.9,0.46,7.71,23685.12,2.03,15.785
3/29/2023,12:45:00,3/29/2023 12:45,1.86,0.35,0.467,23.2,7.74,107.9,110.2,10.66,121.9,0.45,7.73,20295.68,1.95,15.953
3/29/2023,12:50:00,3/29/2023 12:50,1.86,0.39,0.469,23.17,7.73,108.6,110.9,10.71,121.8,0.42,7.75,21678.08,1.93,16.059
3/29/2023,12:55:00,3/29/2023 12:55,1.86,0.38,0.468,23.26,7.76,110.7,113.1,10.87,121.7,0.46,7.79,15902.72,2.05,16.267
3/29/2023,13:00:00,3/29/2023 13:00,1.87,0.43,0.47,23.28,7.76,108.4,110.7,10.56,121.9,0.46,7.7,21186.56,1.88,16.624
3/29/2023,13:05:00,3/29/2023 13:05,1.87,0.44,0.468,22.95,7.66,107.9,110.1,10.48,121.6,0.4,7.69,16296.96,1.8,16.712
3/29/2023,13:10:00,3/29/2023 13:10,1.88,0.34,0.466,22.75,7.59,108.2,110.5,10.51,121.4,0.43,7.69,17269.76,1.81,16.74
3/29/2023,13:15:00,3/29/2023 13:15,1.88,0.31,0.466,22.88,7.63,109.3,111.6,10.64,121.7,0.39,7.73,13050.88,2.26,16.644
3/29/2023,13:20:00,3/29/2023 13:20,1.88,0.32,0.465,22.72,7.58,107.6,109.9,10.48,121.2,0.43,7.71,8896,1.89,16.628
3/29/2023,13:25:00,3/29/2023 13:25,1.89,0.33,0.464,22.53,7.52,107.8,110,10.47,121.4,0.42,7.7,16880.64,1.87,16.738
3/29/2023,13:30:00,3/29/2023 13:30,1.89,0.32,0.463,22.68,7.57,107.9,110.2,10.52,121.2,0.41,7.72,11709.44,1.88,16.572
3/29/2023,13:35:00,3/29/2023 13:35,1.89,0.34,0.462,22.65,7.56,107.7,109.9,10.49,121.2,0.4,7.71,11975.68,1.88,16.584
3/29/2023,13:40:00,3/29/2023 13:40,1.9,0.37,0.46,22.73,7.58,108.9,111.2,10.61,121.4,0.45,7.73,12190.72,1.96,16.591
3/29/2023,13:45:00,3/29/2023 13:45,1.9,0.36,0.459,22.81,7.61,110.6,112.9,10.76,121.5,0.42,7.78,18145.28,1.98,16.67
3/29/2023,13:50:00,3/29/2023 13:50,1.9,0.31,0.458,22.26,7.43,107.6,109.9,10.52,123.1,0.39,7.72,6346.24,1.77,16.428
3/29/2023,13:55:00,3/29/2023 13:55,1.91,0.34,0.458,22.14,7.39,106.4,108.7,10.4,123.2,0.41,7.68,11944.96,1.7,16.448
3/29/2023,14:00:00,3/29/2023 14:00,1.91,0.33,0.457,22.24,7.42,108,110.2,10.55,123.5,0.4,7.7,21534.72,1.67,16.485
3/29/2023,14:05:00,3/29/2023 14:05,1.91,0.29,0.457,22.39,7.47,108.5,110.8,10.54,122.5,0.46,7.71,18734.08,1.7,16.775
3/29/2023,14:10:00,3/29/2023 14:10,1.92,0.35,0.456,22.39,7.47,108.6,110.9,10.52,122.2,0.41,7.7,13573.12,1.91,16.902
3/29/2023,14:15:00,3/29/2023 14:15,1.92,0.37,0.457,22.81,7.61,108.6,110.9,10.5,122.5,0.41,7.7,12001.28,1.57,16.975
3/29/2023,14:20:00,3/29/2023 14:20,1.92,0.5,0.456,23.23,7.75,107.4,109.7,10.37,123.1,0.45,7.59,12682.24,1.81,17.028
3/29/2023,14:25:00,3/29/2023 14:25,1.93,0.48,0.455,23.16,7.72,107.7,109.9,10.4,122.9,0.44,7.6,19215.36,1.98,17.034
3/29/2023,14:30:00,3/29/2023 14:30,1.93,0.52,0.454,23.09,7.7,107.3,109.6,10.36,122.2,0.44,7.59,18293.76,1.83,17.04
3/29/2023,14:35:00,3/29/2023 14:35,1.93,0.53,0.453,23.16,7.73,107.7,110,10.39,123.2,0.43,7.56,16926.72,2.06,17.097
3/29/2023,14:40:00,3/29/2023 14:40,1.94,0.42,0.452,22.84,7.62,110.1,112.4,10.63,121.9,0.41,7.67,14673.92,2.04,17.019
3/29/2023,14:45:00,3/29/2023 14:45,1.94,0.52,0.451,22.64,7.55,110.8,113.1,10.7,122.1,0.42,7.71,16588.8,1.74,17.039
3/29/2023,14:50:00,3/29/2023 14:50,1.94,0.41,0.451,22.59,7.53,110.8,113.1,10.68,122.3,0.43,7.71,11356.16,1.72,17.084
3/29/2023,14:55:00,3/29/2023 14:55,1.95,0.42,0.451,22.74,7.58,109.4,111.7,10.54,122.1,0.41,7.71,11146.24,1.69,17.128
3/29/2023,15:00:00,3/29/2023 15:00,1.95,0.34,0.45,22.39,7.47,109.1,111.4,10.49,121.9,0.38,7.68,7045.12,1.69,17.242
3/29/2023,15:05:00,3/29/2023 15:05,1.95,0.38,0.449,22.42,7.48,109,111.3,10.47,121.9,0.4,7.69,14018.56,1.73,17.26
3/29/2023,15:10:00,3/29/2023 15:10,1.96,0.36,0.449,22.48,7.5,109.5,111.8,10.53,121.9,0.36,7.7,11965.44,2.11,17.233
3/29/2023,15:15:00,3/29/2023 15:15,1.96,0.39,0.448,22.39,7.47,110.6,112.9,10.65,122.1,0.39,7.73,9633.28,1.79,17.174
3/29/2023,15:20:00,3/29/2023 15:20,1.97,0.39,0.449,22.09,7.37,111.6,114,10.77,123.3,0.39,7.76,9589.76,1.83,17.092
3/29/2023,15:25:00,3/29/2023 15:25,1.97,0.34,0.448,21.67,7.23,111.7,114.1,10.79,124.5,0.38,7.75,10792.96,1.58,17.023
3/29/2023,15:30:00,3/29/2023 15:30,1.97,0.38,0.447,22.29,7.44,113.3,115.7,10.94,122,0.41,7.86,7162.88,1.68,17.056
3/29/2023,15:35:00,3/29/2023 15:35,1.98,0.39,0.446,22.47,7.5,113.9,116.3,10.99,121.4,0.41,7.92,6466.56,1.76,17.065
3/29/2023,15:40:00,3/29/2023 15:40,1.98,0.42,0.446,22.41,7.48,113.5,115.9,10.95,121.8,0.41,7.89,5542.4,2.01,17.07
3/29/2023,15:45:00,3/29/2023 15:45,1.98,0.37,0.445,22.29,7.44,116.4,118.9,11.26,123.6,0.38,7.95,5511.68,1.97,16.95
3/29/2023,15:50:00,3/29/2023 15:50,1.99,0.36,0.444,22.42,7.48,113.7,116.1,11,122.2,0.37,7.87,2517.12,1.82,16.921
3/29/2023,15:55:00,3/29/2023 15:55,1.99,0.47,0.444,22.29,7.43,115.2,117.6,11.17,123.1,0.39,7.89,2991.36,2.01,16.858
3/29/2023,16:00:00,3/29/2023 16:00,1.99,0.34,0.443,22.47,7.5,115.3,117.8,11.18,123,0.4,7.9,8806.4,1.97,16.841
3/29/2023,16:05:00,3/29/2023 16:05,2,0.36,0.444,22.59,7.54,122.5,125.1,11.92,124.9,0.42,8.15,9886.72,1.93,16.692
3/29/2023,16:10:00,3/29/2023 16:10,2,0.41,0.443,22.61,7.54,118.1,120.6,11.46,123.8,0.41,8.09,9615.36,1.83,16.82
3/29/2023,16:15:00,3/29/2023 16:15,2,0.39,0.444,22.64,7.55,130,132.7,12.7,127.7,0.39,8.37,7129.6,1.68,16.462
3/29/2023,16:20:00,3/29/2023 16:20,2.01,0.42,0.444,22.59,7.53,114.7,117.1,11.1,123.5,0.43,7.96,6179.84,1.91,16.928
3/29/2023,16:25:00,3/29/2023 16:25,2.01,0.4,0.444,22.55,7.52,111.9,114.2,10.8,122.9,0.4,7.82,2416.64,1.45,17.056
3/29/2023,16:30:00,3/29/2023 16:30,2.01,0.43,0.443,22.01,7.34,110.9,113.2,10.67,123.2,0.41,7.8,4160,1.41,17.206
3/29/2023,16:35:00,3/29/2023 16:35,2.02,0.51,0.442,22.33,7.45,114.7,117.1,11.09,124,0.4,7.93,4762.88,1.67,16.962
3/29/2023,16:40:00,3/29/2023 16:40,2.02,0.47,0.443,22.09,7.37,109.4,111.7,10.54,123,0.41,7.75,3289.6,1.58,17.124
3/29/2023,16:45:00,3/29/2023 16:45,2.02,0.4,0.442,22.31,7.44,109.7,112,10.59,123,0.39,7.75,7234.56,1.47,17.048
3/29/2023,16:50:00,3/29/2023 16:50,2.03,0.45,0.442,22.25,7.42,106.4,108.7,10.28,123.6,0.42,7.65,6727.68,1.52,16.999
3/29/2023,16:55:00,3/29/2023 16:55,2.03,0.58,0.442,21.99,7.34,108.6,110.9,10.48,123.7,0.46,7.7,7536.64,1.36,17.085
3/29/2023,17:00:00,3/29/2023 17:00,2.03,0.39,0.442,21.6,7.21,110,112.3,10.58,124.2,0.38,7.75,5376,1.35,17.235
3/29/2023,17:05:00,3/29/2023 17:05,2.04,0.36,0.442,20.94,6.98,113,115.4,10.83,125.7,0.39,7.81,5949.44,0.99,17.394
3/29/2023,17:10:00,3/29/2023 17:10,2.04,0.41,0.442,20.86,6.96,114,116.4,10.9,126,0.37,7.86,5163.52,0.98,17.515
3/29/2023,17:15:00,3/29/2023 17:15,2.05,0.42,0.441,20.77,6.93,115.8,118.2,11.05,126.2,0.37,7.92,5941.76,1.11,17.586
3/29/2023,17:20:00,3/29/2023 17:20,2.05,0.3,0.442,20.73,6.91,116.6,119,11.12,126.3,0.37,7.97,4053.76,1.02,17.622
3/29/2023,17:25:00,3/29/2023 17:25,2.05,0.34,0.442,20.75,6.92,116.6,119.1,11.12,126.3,0.39,7.98,4604.16,0.96,17.619
3/29/2023,17:30:00,3/29/2023 17:30,2.06,0.48,0.442,20.72,6.91,117.5,120,11.21,126.2,0.38,8.02,1864.96,1.11,17.619
3/29/2023,17:35:00,3/29/2023 17:35,2.06,0.38,0.443,20.96,6.99,117.2,119.7,11.19,126.1,0.36,8.01,1754.88,1.11,17.588
3/29/2023,17:40:00,3/29/2023 17:40,2.06,0.36,0.444,20.94,6.98,117.3,119.8,11.2,126,0.38,8.01,1713.28,1.12,17.564
