Date,Time,DateTime,days,Chlorophyll_RFU,Cond_uS_cm,Depth_m,fDOM_QSU,fDOM_RFU,ODO_PerSat,ODO_PerLocSat,ODO_mg_L,Pressure_psi_a,Sal_psu,SpCond_uS_cm,TAL_PC_RFU,TDS_mg_L,pH,Temp_C,Light_lux,Turbidity_FNU
3/29/2023,12:30:00,3/29/2023 12:30,1.85,0.28,100.2,0.467,23.23,7.75,105.6,107.8,10.44,0.36,0.06,121.2,0.43,79,7.69,15.917,23644.16,2.05
3/29/2023,12:35:00,3/29/2023 12:35,1.85,0.29,100.2,0.467,23.18,7.73,105.6,107.8,10.46,0.36,0.06,121.5,0.45,79,7.69,15.824,24094.72,1.76
3/29/2023,12:40:00,3/29/2023 12:40,1.85,0.32,100.5,0.466,23.06,7.69,106.7,108.9,10.58,0.358,0.06,121.9,0.46,79,7.71,15.785,23685.12,2.03
3/29/2023,12:45:00,3/29/2023 12:45,1.86,0.35,100.8,0.467,23.2,7.74,107.9,110.2,10.66,0.36,0.06,121.9,0.45,79,7.73,15.953,20295.68,1.95
3/29/2023,12:50:00,3/29/2023 12:50,1.86,0.39,101,0.469,23.17,7.73,108.6,110.9,10.71,0.361,0.06,121.8,0.42,79,7.75,16.059,21678.08,1.93
3/29/2023,12:55:00,3/29/2023 12:55,1.86,0.38,101.4,0.468,23.26,7.76,110.7,113.1,10.87,0.361,0.06,121.7,0.46,79,7.79,16.267,15902.72,2.05
3/29/2023,13:00:00,3/29/2023 13:00,1.87,0.43,102.4,0.47,23.28,7.76,108.4,110.7,10.56,0.363,0.06,121.9,0.46,79,7.7,16.624,21186.56,1.88
3/29/2023,13:05:00,3/29/2023 13:05,1.87,0.44,102.3,0.468,22.95,7.66,107.9,110.1,10.48,0.361,0.06,121.6,0.4,79,7.69,16.712,16296.96,1.8
3/29/2023,13:10:00,3/29/2023 13:10,1.88,0.34,102.3,0.466,22.75,7.59,108.2,110.5,10.51,0.358,0.06,121.4,0.43,79,7.69,16.74,17269.76,1.81
3/29/2023,13:15:00,3/29/2023 13:15,1.88,0.31,102.3,0.466,22.88,7.63,109.3,111.6,10.64,0.357,0.06,121.7,0.39,79,7.73,16.644,13050.88,2.26
3/29/2023,13:20:00,3/29/2023 13:20,1.88,0.32,101.8,0.465,22.72,7.58,107.6,109.9,10.48,0.356,0.06,121.2,0.43,79,7.71,16.628,8896,1.89
3/29/2023,13:25:00,3/29/2023 13:25,1.89,0.33,102.3,0.464,22.53,7.52,107.8,110,10.47,0.355,0.06,121.4,0.42,79,7.7,16.738,16880.64,1.87
3/29/2023,13:30:00,3/29/2023 13:30,1.89,0.32,101.7,0.463,22.68,7.57,107.9,110.2,10.52,0.353,0.06,121.2,0.41,79,7.72,16.572,11709.44,1.88
3/29/2023,13:35:00,3/29/2023 13:35,1.89,0.34,101.7,0.462,22.65,7.56,107.7,109.9,10.49,0.351,0.06,121.2,0.4,79,7.71,16.584,11975.68,1.88
3/29/2023,13:40:00,3/29/2023 13:40,1.9,0.37,101.9,0.46,22.73,7.58,108.9,111.2,10.61,0.349,0.06,121.4,0.45,79,7.73,16.591,12190.72,1.96
3/29/2023,13:45:00,3/29/2023 13:45,1.9,0.36,102.1,0.459,22.81,7.61,110.6,112.9,10.76,0.348,0.06,121.5,0.42,79,7.78,16.67,18145.28,1.98
3/29/2023,13:50:00,3/29/2023 13:50,1.9,0.31,103,0.458,22.26,7.43,107.6,109.9,10.52,0.346,0.06,123.1,0.39,80,7.72,16.428,6346.24,1.77
3/29/2023,13:55:00,3/29/2023 13:55,1.91,0.34,103,0.458,22.14,7.39,106.4,108.7,10.4,0.347,0.06,123.2,0.41,80,7.68,16.448,11944.96,1.7
3/29/2023,14:00:00,3/29/2023 14:00,1.91,0.33,103.4,0.457,22.24,7.42,108,110.2,10.55,0.346,0.06,123.5,0.4,80,7.7,16.485,21534.72,1.67
3/29/2023,14:05:00,3/29/2023 14:05,1.91,0.29,103.3,0.457,22.39,7.47,108.5,110.8,10.54,0.345,0.06,122.5,0.46,80,7.71,16.775,18734.08,1.7
3/29/2023,14:10:00,3/29/2023 14:10,1.92,0.35,103.3,0.456,22.39,7.47,108.6,110.9,10.52,0.344,0.06,122.2,0.41,79,7.7,16.902,13573.12,1.91
3/29/2023,14:15:00,3/29/2023 14:15,1.92,0.37,103.7,0.457,22.81,7.61,108.6,110.9,10.5,0.345,0.06,122.5,0.41,80,7.7,16.975,12001.28,1.57
3/29/2023,14:20:00,3/29/2023 14:20,1.92,0.5,104.3,0.456,23.23,7.75,107.4,109.7,10.37,0.344,0.06,123.1,0.45,80,7.59,17.028,12682.24,1.81
3/29/2023,14:25:00,3/29/2023 14:25,1.93,0.48,104.2,0.455,23.16,7.72,107.7,109.9,10.4,0.342,0.06,122.9,0.44,80,7.6,17.034,19215.36,1.98
3/29/2023,14:30:00,3/29/2023 14:30,1.93,0.52,103.6,0.454,23.09,7.7,107.3,109.6,10.36,0.341,0.06,122.2,0.44,79,7.59,17.04,18293.76,1.83
3/29/2023,14:35:00,3/29/2023 14:35,1.93,0.53,104.6,0.453,23.16,7.73,107.7,110,10.39,0.339,0.06,123.2,0.43,80,7.56,17.097,16926.72,2.06
3/29/2023,14:40:00,3/29/2023 14:40,1.94,0.42,103.4,0.452,22.84,7.62,110.1,112.4,10.63,0.338,0.06,121.9,0.41,79,7.67,17.019,14673.92,2.04
3/29/2023,14:45:00,3/29/2023 14:45,1.94,0.52,103.6,0.451,22.64,7.55,110.8,113.1,10.7,0.336,0.06,122.1,0.42,79,7.71,17.039,16588.8,1.74
3/29/2023,14:50:00,3/29/2023 14:50,1.94,0.41,103.8,0.451,22.59,7.53,110.8,113.1,10.68,0.336,0.06,122.3,0.43,80,7.71,17.084,11356.16,1.72
3/29/2023,14:55:00,3/29/2023 14:55,1.95,0.42,103.7,0.451,22.74,7.58,109.4,111.7,10.54,0.337,0.06,122.1,0.41,79,7.71,17.128,11146.24,1.69
3/29/2023,15:00:00,3/29/2023 15:00,1.95,0.34,103.8,0.45,22.39,7.47,109.1,111.4,10.49,0.335,0.06,121.9,0.38,79,7.68,17.242,7045.12,1.69
3/29/2023,15:05:00,3/29/2023 15:05,1.95,0.38,103.9,0.449,22.42,7.48,109,111.3,10.47,0.333,0.06,121.9,0.4,79,7.69,17.26,14018.56,1.73
3/29/2023,15:10:00,3/29/2023 15:10,1.96,0.36,103.8,0.449,22.48,7.5,109.5,111.8,10.53,0.333,0.06,121.9,0.36,79,7.7,17.233,11965.44,2.11
3/29/2023,15:15:00,3/29/2023 15:15,1.96,0.39,103.8,0.448,22.39,7.47,110.6,112.9,10.65,0.333,0.06,122.1,0.39,79,7.73,17.174,9633.28,1.79
3/29/2023,15:20:00,3/29/2023 15:20,1.97,0.39,104.7,0.449,22.09,7.37,111.6,114,10.77,0.333,0.06,123.3,0.39,80,7.76,17.092,9589.76,1.83
3/29/2023,15:25:00,3/29/2023 15:25,1.97,0.34,105.5,0.448,21.67,7.23,111.7,114.1,10.79,0.333,0.06,124.5,0.38,81,7.75,17.023,10792.96,1.58
3/29/2023,15:30:00,3/29/2023 15:30,1.97,0.38,103.5,0.447,22.29,7.44,113.3,115.7,10.94,0.331,0.06,122,0.41,79,7.86,17.056,7162.88,1.68
3/29/2023,15:35:00,3/29/2023 15:35,1.98,0.39,103,0.446,22.47,7.5,113.9,116.3,10.99,0.33,0.06,121.4,0.41,79,7.92,17.065,6466.56,1.76
3/29/2023,15:40:00,3/29/2023 15:40,1.98,0.42,103.4,0.446,22.41,7.48,113.5,115.9,10.95,0.329,0.06,121.8,0.41,79,7.89,17.07,5542.4,2.01
3/29/2023,15:45:00,3/29/2023 15:45,1.98,0.37,104.6,0.445,22.29,7.44,116.4,118.9,11.26,0.328,0.06,123.6,0.38,80,7.95,16.95,5511.68,1.97
3/29/2023,15:50:00,3/29/2023 15:50,1.99,0.36,103.3,0.444,22.42,7.48,113.7,116.1,11,0.327,0.06,122.2,0.37,79,7.87,16.921,2517.12,1.82
3/29/2023,15:55:00,3/29/2023 15:55,1.99,0.47,103.9,0.444,22.29,7.43,115.2,117.6,11.17,0.327,0.06,123.1,0.39,80,7.89,16.858,2991.36,2.01
3/29/2023,16:00:00,3/29/2023 16:00,1.99,0.34,103.8,0.443,22.47,7.5,115.3,117.8,11.18,0.325,0.06,123,0.4,80,7.9,16.841,8806.4,1.97
3/29/2023,16:05:00,3/29/2023 16:05,2,0.36,105.1,0.444,22.59,7.54,122.5,125.1,11.92,0.327,0.06,124.9,0.42,81,8.15,16.692,9886.72,1.93
3/29/2023,16:10:00,3/29/2023 16:10,2,0.41,104.4,0.443,22.61,7.54,118.1,120.6,11.46,0.325,0.06,123.8,0.41,80,8.09,16.82,9615.36,1.83
3/29/2023,16:15:00,3/29/2023 16:15,2,0.39,106.9,0.444,22.64,7.55,130,132.7,12.7,0.326,0.06,127.7,0.39,83,8.37,16.462,7129.6,1.68
3/29/2023,16:20:00,3/29/2023 16:20,2.01,0.42,104.4,0.444,22.59,7.53,114.7,117.1,11.1,0.326,0.06,123.5,0.43,80,7.96,16.928,6179.84,1.91
3/29/2023,16:25:00,3/29/2023 16:25,2.01,0.4,104.3,0.444,22.55,7.52,111.9,114.2,10.8,0.326,0.06,122.9,0.4,80,7.82,17.056,2416.64,1.45
3/29/2023,16:30:00,3/29/2023 16:30,2.01,0.43,104.8,0.443,22.01,7.34,110.9,113.2,10.67,0.325,0.06,123.2,0.41,80,7.8,17.206,4160,1.41
3/29/2023,16:35:00,3/29/2023 16:35,2.02,0.51,105,0.442,22.33,7.45,114.7,117.1,11.09,0.324,0.06,124,0.4,81,7.93,16.962,4762.88,1.67
3/29/2023,16:40:00,3/29/2023 16:40,2.02,0.47,104.5,0.443,22.09,7.37,109.4,111.7,10.54,0.324,0.06,123,0.41,80,7.75,17.124,3289.6,1.58
3/29/2023,16:45:00,3/29/2023 16:45,2.02,0.4,104.3,0.442,22.31,7.44,109.7,112,10.59,0.324,0.06,123,0.39,80,7.75,17.048,7234.56,1.47
3/29/2023,16:50:00,3/29/2023 16:50,2.03,0.45,104.7,0.442,22.25,7.42,106.4,108.7,10.28,0.323,0.06,123.6,0.42,80,7.65,16.999,6727.68,1.52
3/29/2023,16:55:00,3/29/2023 16:55,2.03,0.58,105,0.442,21.99,7.34,108.6,110.9,10.48,0.323,0.06,123.7,0.46,80,7.7,17.085,7536.64,1.36
3/29/2023,17:00:00,3/29/2023 17:00,2.03,0.39,105.8,0.442,21.6,7.21,110,112.3,10.58,0.323,0.06,124.2,0.38,81,7.75,17.235,5376,1.35
3/29/2023,17:05:00,3/29/2023 17:05,2.04,0.36,107.4,0.442,20.94,6.98,113,115.4,10.83,0.324,0.06,125.7,0.39,82,7.81,17.394,5949.44,0.99
3/29/2023,17:10:00,3/29/2023 17:10,2.04,0.41,108,0.442,20.86,6.96,114,116.4,10.9,0.324,0.06,126,0.37,82,7.86,17.515,5163.52,0.98
3/29/2023,17:15:00,3/29/2023 17:15,2.05,0.42,108.4,0.441,20.77,6.93,115.8,118.2,11.05,0.322,0.06,126.2,0.37,82,7.92,17.586,5941.76,1.11
3/29/2023,17:20:00,3/29/2023 17:20,2.05,0.3,108.5,0.442,20.73,6.91,116.6,119,11.12,0.324,0.06,126.3,0.37,82,7.97,17.622,4053.76,1.02
3/29/2023,17:25:00,3/29/2023 17:25,2.05,0.34,108.5,0.442,20.75,6.92,116.6,119.1,11.12,0.324,0.06,126.3,0.39,82,7.98,17.619,4604.16,0.96
3/29/2023,17:30:00,3/29/2023 17:30,2.06,0.48,108.4,0.442,20.72,6.91,117.5,120,11.21,0.324,0.06,126.2,0.38,82,8.02,17.619,1864.96,1.11
3/29/2023,17:35:00,3/29/2023 17:35,2.06,0.38,108.2,0.443,20.96,6.99,117.2,119.7,11.19,0.324,0.06,126.1,0.36,82,8.01,17.588,1754.88,1.11
3/29/2023,17:40:00,3/29/2023 17:40,2.06,0.36,108.1,0.444,20.94,6.98,117.3,119.8,11.2,0.326,0.06,126,0.38,82,8.01,17.564,1713.28,1.12
3/29/2023,17:45:00,3/29/2023 17:45,2.07,0.39,108,0.443,20.92,6.98,117.3,119.7,11.21,0.325,0.06,126,0.34,82,8.02,17.518,1637.12,1.01
3/29/2023,17:50:00,3/29/2023 17:50,2.07,0.34,108.1,0.443,21.34,7.12,118.9,121.4,11.39,0.325,0.06,126.4,0.37,82,8.04,17.422,1522.56,1.39
3/29/2023,17:55:00,3/29/2023 17:55,2.07,0.38,107.4,0.443,21.48,7.16,122.3,124.9,11.77,0.325,0.06,126.2,0.39,82,8.2,17.208,1529.6,1.46
3/29/2023,18:00:00,3/29/2023 18:00,2.08,0.35,107,0.444,21.6,7.21,122.5,125.1,11.79,0.326,0.06,125.7,0.39,82,8.23,17.21,1468.8,1.36
3/29/2023,18:05:00,3/29/2023 18:05,2.08,0.36,107,0.444,21.46,7.16,121.1,123.7,11.65,0.326,0.06,125.6,0.38,82,8.2,17.248,1411.2,1.34
3/29/2023,18:10:00,3/29/2023 18:10,2.08,0.36,107.2,0.443,21.31,7.11,119.5,122,11.48,0.326,0.06,125.8,0.39,82,8.12,17.258,1346.56,1.22
3/29/2023,18:15:00,3/29/2023 18:15,2.09,0.35,107.1,0.443,21.32,7.11,119.7,122.2,11.51,0.325,0.06,125.7,0.37,82,8.13,17.244,1272.96,1.31
3/29/2023,18:20:00,3/29/2023 18:20,2.09,0.36,107,0.443,21.31,7.11,119.4,121.9,11.48,0.325,0.06,125.6,0.35,82,8.12,17.224,1197.12,1.28
3/29/2023,18:25:00,3/29/2023 18:25,2.09,0.43,107.1,0.443,21.26,7.09,119.1,121.6,11.46,0.325,0.06,125.9,0.39,82,8.1,17.201,1111.36,1.69
3/29/2023,18:30:00,3/29/2023 18:30,2.1,0.43,107.2,0.443,21.25,7.09,119.4,121.9,11.49,0.325,0.06,126,0.38,82,8.1,17.182,1017.6,1.89
3/29/2023,18:35:00,3/29/2023 18:35,2.1,0.37,107.1,0.443,21.45,7.15,119.7,122.3,11.53,0.325,0.06,126,0.38,82,8.12,17.153,905.92,1.51
3/29/2023,18:40:00,3/29/2023 18:40,2.1,0.37,106.6,0.443,21.55,7.19,119.9,122.4,11.55,0.325,0.06,125.4,0.39,82,8.14,17.133,797.44,1.73
3/29/2023,18:45:00,3/29/2023 18:45,2.11,0.36,106.4,0.444,21.55,7.19,118,120.5,11.38,0.326,0.06,125.4,0.39,81,8.11,17.077,678.4,1.33
3/29/2023,18:50:00,3/29/2023 18:50,2.11,0.38,106.1,0.444,21.59,7.2,119,121.5,11.49,0.326,0.06,125.1,0.38,81,8.12,17.058,545.12,1.5
3/29/2023,18:55:00,3/29/2023 18:55,2.11,0.38,106.2,0.444,21.56,7.19,118.2,120.7,11.41,0.326,0.06,125.2,0.41,81,8.09,17.046,421.76,1.67
3/29/2023,19:00:00,3/29/2023 19:00,2.12,0.37,106.4,0.444,21.52,7.18,117.4,119.8,11.34,0.327,0.06,125.6,0.42,82,8.04,17.014,297.44,1.82
3/29/2023,19:05:00,3/29/2023 19:05,2.12,0.41,106.3,0.444,21.65,7.22,117.3,119.7,11.33,0.327,0.06,125.5,0.41,82,8.03,16.978,186,1.56
3/29/2023,19:10:00,3/29/2023 19:10,2.13,0.46,106.3,0.444,21.68,7.23,116.8,119.2,11.3,0.327,0.06,125.7,0.38,82,8.03,16.944,103.12,1.69
3/29/2023,19:15:00,3/29/2023 19:15,2.13,0.41,106.1,0.446,21.67,7.23,116,118.5,11.23,0.329,0.06,125.5,0.41,82,8.01,16.916,48.68,1.97
3/29/2023,19:20:00,3/29/2023 19:20,2.13,0.4,106.4,0.446,21.63,7.22,115.7,118.2,11.21,0.33,0.06,125.9,0.38,82,7.99,16.879,18.04,2.56
3/29/2023,19:25:00,3/29/2023 19:25,2.14,0.41,107,0.446,21.58,7.2,116.2,118.6,11.27,0.329,0.06,126.7,0.42,82,8,16.833,5.86,1.46
3/29/2023,19:30:00,3/29/2023 19:30,2.14,0.44,107.1,0.446,21.56,7.19,116.4,118.9,11.3,0.329,0.06,127.1,0.4,83,7.99,16.768,1.41,1.73
3/29/2023,19:35:00,3/29/2023 19:35,2.14,0.35,107.3,0.447,21.52,7.18,116.4,118.8,11.32,0.331,0.06,127.7,0.4,83,7.96,16.658,0.2,1.64
3/29/2023,19:40:00,3/29/2023 19:40,2.15,0.38,107.3,0.447,21.47,7.16,116.1,118.5,11.3,0.331,0.06,127.7,0.39,83,7.95,16.64,0,1.58
3/29/2023,19:45:00,3/29/2023 19:45,2.15,0.35,107,0.446,21.72,7.25,113.7,116.1,11.09,0.33,0.06,127.5,0.39,83,7.87,16.561,0,2.17
3/29/2023,19:50:00,3/29/2023 19:50,2.15,0.48,108.3,0.446,21.51,7.18,114.6,117,11.19,0.33,0.06,129.3,0.43,84,7.83,16.474,0,2.13
3/29/2023,19:55:00,3/29/2023 19:55,2.16,0.34,108.5,0.447,21.59,7.2,116.4,118.8,11.43,0.33,0.06,130.4,0.42,85,7.89,16.205,0,1.57
3/29/2023,20:00:00,3/29/2023 20:00,2.16,0.36,107.6,0.447,21.59,7.2,113.3,115.7,11.12,0.33,0.06,129.2,0.44,84,7.85,16.257,0,1.73
3/29/2023,20:05:00,3/29/2023 20:05,2.16,0.77,107.3,0.446,21.6,7.21,110.7,113.1,10.9,0.329,0.06,129.3,0.51,84,7.81,16.095,0,1.63
3/29/2023,20:10:00,3/29/2023 20:10,2.17,0.47,106.8,0.445,21.06,7.03,109.6,112,10.79,0.328,0.06,128.6,0.5,84,7.73,16.138,0,5.54
3/29/2023,20:15:00,3/29/2023 20:15,2.17,0.5,106,0.445,21.14,7.05,107.8,110.1,10.61,0.328,0.06,127.6,0.47,83,7.68,16.146,0,4.41
3/29/2023,20:20:00,3/29/2023 20:20,2.17,0.43,108.9,0.446,21.33,7.11,115,117.4,11.33,0.33,0.06,131.3,0.48,85,7.83,16.042,0,3.07
3/29/2023,20:25:00,3/29/2023 20:25,2.18,0.39,111,0.445,21.28,7.1,120.4,123,11.92,0.328,0.06,134.6,0.45,87,7.91,15.852,0,2.11
3/29/2023,20:30:00,3/29/2023 20:30,2.18,0.37,110.7,0.445,21.58,7.2,121.5,124.1,12.04,0.329,0.06,134.3,0.46,87,7.96,15.815,0,1.89
3/29/2023,20:35:00,3/29/2023 20:35,2.18,0.32,110.8,0.446,21.62,7.21,123.4,126,12.24,0.329,0.06,134.6,0.43,87,8.02,15.748,0,3.78
3/29/2023,20:40:00,3/29/2023 20:40,2.19,0.35,111.4,0.446,21.72,7.24,125.4,128.1,12.47,0.33,0.06,135.6,0.49,88,8.09,15.658,0,1.52
3/29/2023,20:45:00,3/29/2023 20:45,2.19,0.39,111.8,0.447,21.92,7.31,126.4,129,12.58,0.33,0.06,136.3,0.49,89,8.17,15.581,0,1.41
3/29/2023,20:50:00,3/29/2023 20:50,2.19,0.38,110.5,0.447,22.2,7.41,130.6,133.3,13.01,0.331,0.06,134.9,0.49,88,8.4,15.536,0,1.41
3/29/2023,20:55:00,3/29/2023 20:55,2.2,0.52,110.9,0.447,22.25,7.42,132.1,134.9,13.18,0.331,0.06,135.5,0.48,88,8.39,15.462,0,0.97
3/29/2023,21:00:00,3/29/2023 21:00,2.2,0.45,105.9,0.448,24.23,8.08,144.8,147.9,14.47,0.332,0.06,129.6,0.49,84,8.82,15.409,0,1.75
3/29/2023,21:05:00,3/29/2023 21:05,2.2,0.42,104,0.448,24.82,8.28,140.1,143.1,14.01,0.333,0.06,127.4,0.48,83,8.72,15.395,0,1.63
3/29/2023,21:10:00,3/29/2023 21:10,2.21,0.57,103.8,0.448,24.56,8.19,137.2,140.1,13.73,0.332,0.06,127.2,0.51,83,8.63,15.348,0,1.56
3/29/2023,21:15:00,3/29/2023 21:15,2.21,0.46,104.3,0.449,24.83,8.28,133.3,136.1,13.33,0.333,0.06,127.9,0.68,83,8.54,15.367,0,2.18
3/29/2023,21:20:00,3/29/2023 21:20,2.22,0.49,102.8,0.449,24.79,8.27,132.2,135,13.22,0.334,0.06,125.9,0.51,82,8.45,15.377,0,1.68
3/29/2023,21:25:00,3/29/2023 21:25,2.22,0.47,104.4,0.449,23.64,7.88,126.5,129.1,12.64,0.334,0.06,127.8,0.52,83,8.35,15.398,0,1.67
3/29/2023,21:30:00,3/29/2023 21:30,2.22,0.56,105.2,0.451,23.47,7.83,124.6,127.2,12.45,0.336,0.06,128.8,0.51,84,8.26,15.401,0,1.95
3/29/2023,21:35:00,3/29/2023 21:35,2.23,0.45,105.2,0.451,23.49,7.84,123.5,126.1,12.35,0.336,0.06,128.9,0.52,84,8.24,15.382,0,2.03
3/29/2023,21:40:00,3/29/2023 21:40,2.23,0.71,105.6,0.451,23.37,7.8,123.5,126.1,12.35,0.336,0.06,129.4,0.6,84,8.22,15.363,0,2.01
3/29/2023,21:45:00,3/29/2023 21:45,2.23,0.34,106.1,0.451,22.98,7.67,120.8,123.3,12.08,0.336,0.06,130.1,0.5,85,8.12,15.355,0,1.76
3/29/2023,21:50:00,3/29/2023 21:50,2.24,0.38,104.1,0.451,23.36,7.79,120.4,123,12.05,0.337,0.06,127.6,0.51,83,8.14,15.341,0,1.64
3/29/2023,21:55:00,3/29/2023 21:55,2.24,0.43,103.2,0.451,23.77,7.93,120.8,123.3,12.09,0.336,0.06,126.5,0.47,82,8.19,15.341,0,1.5
3/29/2023,22:00:00,3/29/2023 22:00,2.24,0.44,103.6,0.451,23.73,7.92,121.6,124.2,12.17,0.336,0.06,127.1,0.51,83,8.21,15.325,0,1.57
3/29/2023,22:05:00,3/29/2023 22:05,2.25,0.6,104,0.45,23.62,7.88,122.6,125.2,12.28,0.336,0.06,127.7,0.49,83,8.24,15.3,0,1.9
3/29/2023,22:10:00,3/29/2023 22:10,2.25,0.55,104.8,0.45,23.52,7.85,120,122.5,12.03,0.336,0.06,128.8,0.53,84,8.13,15.25,0,1.59
3/29/2023,22:15:00,3/29/2023 22:15,2.25,0.46,105.8,0.45,22.91,7.64,119.1,121.7,11.96,0.335,0.06,130.1,0.5,85,8.1,15.202,0,1.93
3/29/2023,22:20:00,3/29/2023 22:20,2.26,0.43,104.7,0.45,22.89,7.64,113.3,115.7,11.39,0.335,0.06,129,0.53,84,7.97,15.145,0,1.88
3/29/2023,22:25:00,3/29/2023 22:25,2.26,0.43,102.4,0.45,23.37,7.79,116.8,119.3,11.72,0.335,0.06,126,0.5,82,8.07,15.201,0,1.55
3/29/2023,22:30:00,3/29/2023 22:30,2.26,0.48,102.2,0.45,23.39,7.8,116,118.5,11.65,0.334,0.06,125.8,0.52,82,8.07,15.201,0,1.82
3/29/2023,22:35:00,3/29/2023 22:35,2.27,0.44,102,0.451,23.47,7.83,116.1,118.5,11.65,0.336,0.06,125.5,0.5,82,8.08,15.217,0,1.74
3/29/2023,22:40:00,3/29/2023 22:40,2.27,0.46,101.8,0.45,23.51,7.84,115.4,117.8,11.58,0.335,0.06,125.3,0.51,81,8.06,15.19,0,1.69
3/29/2023,22:45:00,3/29/2023 22:45,2.27,0.44,102,0.451,23.41,7.81,114.8,117.2,11.54,0.336,0.06,125.7,0.5,82,8.04,15.14,0,1.63
3/29/2023,22:50:00,3/29/2023 22:50,2.28,0.53,101.8,0.45,23.42,7.81,114.1,116.5,11.46,0.336,0.06,125.5,0.54,82,8.03,15.145,0,2.43
3/29/2023,22:55:00,3/29/2023 22:55,2.28,0.68,101.6,0.451,23.43,7.82,114.5,116.9,11.49,0.337,0.06,125.1,0.54,81,8.04,15.19,0,1.71
3/29/2023,23:00:00,3/29/2023 23:00,2.28,0.55,101.6,0.452,23.36,7.79,114.2,116.6,11.48,0.338,0.06,125.2,0.54,81,8.03,15.14,0,1.66
3/29/2023,23:05:00,3/29/2023 23:05,2.29,0.46,101.6,0.453,23.4,7.81,113.5,115.9,11.41,0.339,0.06,125.2,0.51,81,8.01,15.138,0,1.77
3/29/2023,23:10:00,3/29/2023 23:10,2.29,0.43,101.5,0.453,23.33,7.78,112.5,114.9,11.31,0.339,0.06,125.2,0.5,81,7.97,15.11,0,1.69
3/29/2023,23:15:00,3/29/2023 23:15,2.3,0.49,101.4,0.452,23.33,7.78,111.9,114.3,11.26,0.338,0.06,125.1,0.49,81,7.96,15.09,0,1.78
3/29/2023,23:20:00,3/29/2023 23:20,2.3,0.44,101.1,0.451,23.3,7.77,111,113.4,11.18,0.337,0.06,124.8,0.51,81,7.95,15.063,0,1.8
3/29/2023,23:25:00,3/29/2023 23:25,2.3,0.41,100.8,0.45,23.27,7.76,110.5,112.8,11.13,0.335,0.06,124.5,0.52,81,7.94,15.044,0,1.55
3/29/2023,23:30:00,3/29/2023 23:30,2.31,0.41,100.4,0.451,23.27,7.76,110.1,112.4,11.1,0.337,0.06,124.1,0.55,81,7.93,14.996,0,1.72
3/29/2023,23:35:00,3/29/2023 23:35,2.31,0.44,100.6,0.451,23.27,7.76,109.4,111.7,11.03,0.336,0.06,124.3,0.52,81,7.89,14.988,0,2.04
3/29/2023,23:40:00,3/29/2023 23:40,2.31,0.45,100.5,0.451,23.32,7.78,108.7,111,10.97,0.337,0.06,124.3,0.52,81,7.89,14.959,0,1.83
3/29/2023,23:45:00,3/29/2023 23:45,2.32,0.44,100.1,0.451,23.22,7.75,108.2,110.5,10.93,0.336,0.06,124,0.52,81,7.87,14.875,0,2.46
3/29/2023,23:50:00,3/29/2023 23:50,2.32,0.52,100.4,0.452,23.33,7.78,107.6,109.9,10.88,0.338,0.06,124.4,0.56,81,7.85,14.877,0,1.93
3/29/2023,23:55:00,3/29/2023 23:55,2.32,0.45,100.2,0.451,23.39,7.8,107.1,109.3,10.83,0.337,0.06,124.3,0.51,81,7.84,14.841,0,1.78
3/30/2023,0:00:00,3/30/2023 0:00,2.33,0.49,100.2,0.451,23.33,7.78,107.9,110.1,10.91,0.337,0.06,124.3,0.56,81,7.85,14.84,0,2.03
3/30/2023,0:05:00,3/30/2023 0:05,2.33,0.46,100.1,0.451,23.39,7.8,107.9,110.2,10.92,0.337,0.06,124.2,0.55,81,7.85,14.842,0,1.83
3/30/2023,0:10:00,3/30/2023 0:10,2.33,0.44,100.1,0.452,23.39,7.8,107.5,109.8,10.88,0.338,0.06,124.2,0.56,81,7.84,14.816,0,2.36
3/30/2023,0:15:00,3/30/2023 0:15,2.34,0.4,100.1,0.452,23.36,7.79,107.3,109.6,10.87,0.337,0.06,124.4,0.55,81,7.83,14.779,0,1.89
3/30/2023,0:20:00,3/30/2023 0:20,2.34,0.46,100.1,0.452,23.35,7.79,107.1,109.4,10.86,0.338,0.06,124.5,0.55,81,7.82,14.749,0,1.85
3/30/2023,0:25:00,3/30/2023 0:25,2.34,0.47,99.9,0.451,23.39,7.8,106.3,108.5,10.79,0.337,0.06,124.4,0.55,81,7.8,14.679,0,1.76
3/30/2023,0:30:00,3/30/2023 0:30,2.35,0.53,100,0.452,23.39,7.8,105.8,108.1,10.75,0.337,0.06,124.6,0.57,81,7.78,14.672,0,2.01
3/30/2023,0:35:00,3/30/2023 0:35,2.35,0.45,100,0.451,23.37,7.8,105.2,107.4,10.69,0.337,0.06,124.7,0.58,81,7.77,14.644,0,1.89
3/30/2023,0:40:00,3/30/2023 0:40,2.35,0.45,99.8,0.451,23.36,7.79,105.4,107.7,10.71,0.336,0.06,124.3,0.54,81,7.77,14.658,0,1.81
3/30/2023,0:45:00,3/30/2023 0:45,2.36,0.45,99.7,0.451,23.32,7.78,105.1,107.3,10.68,0.337,0.06,124.2,0.56,81,7.77,14.644,0,2.13
3/30/2023,0:50:00,3/30/2023 0:50,2.36,0.44,99.2,0.453,23.36,7.79,104.9,107.2,10.68,0.339,0.06,123.9,0.54,81,7.77,14.555,0,1.78
