            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                1646469900,           2022-03-05 08:45:00,           2022-03-05 02:45:00,      3.470000,     14.161000,          9.111955,                    90.291814,      0.979000
                1646470500,           2022-03-05 08:55:00,           2022-03-05 02:55:00,      3.470000,     14.143000,          9.066023,                    89.801253,      0.979000
                1646471100,           2022-03-05 09:05:00,           2022-03-05 03:05:00,      3.470000,     14.117000,          9.035068,                    89.443649,      0.979000
                1646471700,           2022-03-05 09:15:00,           2022-03-05 03:15:00,      3.470000,     14.091000,          9.010104,                    89.145674,      0.979000
                1646472300,           2022-03-05 09:25:00,           2022-03-05 03:25:00,      3.470000,     14.065000,          8.981145,                    88.808494,      0.979000
                1646472900,           2022-03-05 09:35:00,           2022-03-05 03:35:00,      3.470000,     14.013000,          8.955180,                    88.450712,      0.979000
                1646473500,           2022-03-05 09:45:00,           2022-03-05 03:45:00,      3.470000,     13.987000,          8.933211,                    88.183345,      0.979000
                1646474100,           2022-03-05 09:55:00,           2022-03-05 03:55:00,      3.470000,     13.961000,          8.918231,                    87.985185,      0.979000
                1646474700,           2022-03-05 10:05:00,           2022-03-05 04:05:00,      3.470000,     13.926000,          8.903250,                    87.769816,      0.979000
                1646475300,           2022-03-05 10:15:00,           2022-03-05 04:15:00,      3.470000,     13.918000,          8.877289,                    87.498491,      0.979000
                1646475900,           2022-03-05 10:25:00,           2022-03-05 04:25:00,      3.470000,     13.866000,          8.859311,                    87.221418,      0.979000
                1646476500,           2022-03-05 10:35:00,           2022-03-05 04:35:00,      3.470000,     13.857000,          8.850324,                    87.115673,      0.979000
                1646477100,           2022-03-05 10:45:00,           2022-03-05 04:45:00,      3.470000,     13.822000,          8.821365,                    86.763704,      0.978000
                1646477700,           2022-03-05 10:55:00,           2022-03-05 04:55:00,      3.470000,     13.805000,          8.819366,                    86.711553,      0.979000
                1646478300,           2022-03-05 11:05:00,           2022-03-05 05:05:00,      3.470000,     13.796000,          8.794404,                    86.448972,      0.979000
                1646478900,           2022-03-05 11:15:00,           2022-03-05 05:15:00,      3.470000,     13.770000,          8.790407,                    86.360161,      0.979000
                1646479500,           2022-03-05 11:25:00,           2022-03-05 05:25:00,      3.470000,     13.744000,          8.785412,                    86.261598,      0.979000
                1646480100,           2022-03-05 11:35:00,           2022-03-05 05:35:00,      3.470000,     13.735000,          8.771433,                    86.107237,      0.979000
                1646480700,           2022-03-05 11:45:00,           2022-03-05 05:45:00,      3.470000,     13.700000,          8.761444,                    85.942757,      0.979000
                1646481300,           2022-03-05 11:55:00,           2022-03-05 05:55:00,      3.470000,     13.674000,          8.744467,                    85.726989,      0.978000
                1646481900,           2022-03-05 12:05:00,           2022-03-05 06:05:00,      3.470000,     13.665000,          8.752454,                    85.788227,      0.979000
                1646482500,           2022-03-05 12:15:00,           2022-03-05 06:15:00,      3.470000,     13.639000,          8.737474,                    85.592208,      0.978000
                1646483100,           2022-03-05 12:25:00,           2022-03-05 06:25:00,      3.470000,     13.622000,          8.735476,                    85.540473,      0.978000
                1646483700,           2022-03-05 12:35:00,           2022-03-05 06:35:00,      3.470000,     13.587000,          8.762430,                    85.738021,      0.979000
                1646484300,           2022-03-05 12:45:00,           2022-03-05 06:45:00,      3.470000,     13.578000,          8.772414,                    85.818616,      0.979000
                1646484900,           2022-03-05 12:55:00,           2022-03-05 06:55:00,      3.470000,     13.552000,          8.794377,                    85.983982,      0.979000
                1646485500,           2022-03-05 13:05:00,           2022-03-05 07:05:00,      3.470000,     13.526000,          8.829320,                    86.275941,      0.979000
                1646486100,           2022-03-05 13:15:00,           2022-03-05 07:15:00,      3.470000,     13.508000,          8.862267,                    86.563361,      0.979000
                1646486700,           2022-03-05 13:25:00,           2022-03-05 07:25:00,      3.470000,     13.508000,          8.914186,                    87.070492,      0.979000
                1646487300,           2022-03-05 13:35:00,           2022-03-05 07:35:00,      3.470000,     13.482000,          8.977086,                    87.634366,      0.978000
                1646487900,           2022-03-05 13:45:00,           2022-03-05 07:45:00,      3.470000,     13.482000,          9.065948,                    88.501840,      0.979000
                1646488500,           2022-03-05 13:55:00,           2022-03-05 07:55:00,      3.470000,     13.500000,          9.145826,                    89.317234,      0.979000
                1646489100,           2022-03-05 14:05:00,           2022-03-05 08:05:00,      3.470000,     13.482000,          9.256652,                    90.363498,      0.978000
                1646489700,           2022-03-05 14:15:00,           2022-03-05 08:15:00,      3.470000,     13.517000,          9.363491,                    91.477372,      0.979000
                1646490300,           2022-03-05 14:25:00,           2022-03-05 08:25:00,      3.470000,     13.517000,          9.485302,                    92.667417,      0.979000
                1646490900,           2022-03-05 14:35:00,           2022-03-05 08:35:00,      3.470000,     13.552000,          9.589146,                    93.754560,      0.979000
                1646491500,           2022-03-05 14:45:00,           2022-03-05 08:45:00,      3.470000,     13.569000,          9.724937,                    95.118002,      0.979000
                1646492100,           2022-03-05 14:55:00,           2022-03-05 08:55:00,      3.470000,     13.604000,          9.821792,                    96.139736,      0.979000
                1646492700,           2022-03-05 15:05:00,           2022-03-05 09:05:00,      3.470000,     13.622000,          9.911655,                    97.057981,      0.979000
                1646493300,           2022-03-05 15:15:00,           2022-03-05 09:15:00,      3.470000,     13.648000,         10.016496,                    98.141007,      0.979000
                1646493900,           2022-03-05 15:25:00,           2022-03-05 09:25:00,      3.470000,     13.683000,         10.133319,                    99.362445,      0.979000
                1646494500,           2022-03-05 15:35:00,           2022-03-05 09:35:00,      3.470000,     13.709000,         10.228176,                   100.350162,      0.978000
                1646495100,           2022-03-05 15:45:00,           2022-03-05 09:45:00,      3.470000,     13.726000,         10.310051,                   101.191421,      0.979000
                1646495700,           2022-03-05 15:55:00,           2022-03-05 09:55:00,      3.470000,     13.787000,         10.453837,                   102.740811,      0.979000
                1646496300,           2022-03-05 16:05:00,           2022-03-05 10:05:00,      3.470000,     13.874000,         10.509762,                   103.488613,      0.979000
                1646496900,           2022-03-05 16:15:00,           2022-03-05 10:15:00,      3.470000,     13.909000,         10.608614,                   104.542494,      0.978000
                1646497500,           2022-03-05 16:25:00,           2022-03-05 10:25:00,      3.470000,     13.953000,         10.750401,                   106.042298,      0.980000
                1646498100,           2022-03-05 16:35:00,           2022-03-05 10:35:00,      3.470000,     14.031000,         10.778368,                   106.500516,      0.979000
                1646498700,           2022-03-05 16:45:00,           2022-03-05 10:45:00,      3.470000,     14.048000,         10.915160,                   107.892399,      0.979000
                1646499300,           2022-03-05 16:55:00,           2022-03-05 10:55:00,      3.470000,     14.117000,         11.013018,                   109.024583,      0.978000
                1646499900,           2022-03-05 17:05:00,           2022-03-05 11:05:00,      3.470000,     14.204000,         11.088913,                   109.985325,      0.979000
                1646500500,           2022-03-05 17:15:00,           2022-03-05 11:15:00,      3.470000,     14.247000,         11.108888,                   110.287169,      0.979000
                1646501100,           2022-03-05 17:25:00,           2022-03-05 11:25:00,      3.470000,     14.256000,         11.142837,                   110.645986,      0.979000
                1646501700,           2022-03-05 17:35:00,           2022-03-05 11:35:00,      3.470000,     14.282000,         11.163809,                   110.917264,      0.979000
                1646502300,           2022-03-05 17:45:00,           2022-03-05 11:45:00,      3.470000,     14.299000,         11.137851,                   110.700488,      0.978000
                1646502900,           2022-03-05 17:55:00,           2022-03-05 11:55:00,      3.470000,     14.282000,         11.184776,                   111.125587,      0.979000
                1646503500,           2022-03-05 18:05:00,           2022-03-05 12:05:00,      3.470000,     14.308000,         11.319573,                   112.528769,      0.979000
                1646504100,           2022-03-05 18:15:00,           2022-03-05 12:15:00,      3.470000,     14.369000,         11.299612,                   112.480080,      0.979000
                1646504700,           2022-03-05 18:25:00,           2022-03-05 12:25:00,      3.470000,     14.386000,         11.324576,                   112.770411,      0.979000
                1646505300,           2022-03-05 18:35:00,           2022-03-05 12:35:00,      3.470000,     14.403000,         11.394471,                   113.508518,      0.979000
