datetime,Temp_C,SpC,pH,DO
2021/02/12 00:00:00,7.1,495,8.2,11.4
2021/02/12 00:30:00,7,501,8.2,11.3
2021/02/12 01:00:00,7,505,8.2,11.3
2021/02/12 01:30:00,6.9,509,8.2,11.2
2021/02/12 02:00:00,6.9,513,8.2,11.2
2021/02/12 02:30:00,6.8,516,8.2,11.2
2021/02/12 03:00:00,6.8,518,8.2,11.2
2021/02/12 03:30:00,6.8,520,8.2,11.2
2021/02/12 04:00:00,6.7,520,8.2,11.2
2021/02/12 04:30:00,6.6,521,8.2,11.2
2021/02/12 05:00:00,6.6,521,8.1,11.2
2021/02/12 05:30:00,6.6,520,8.1,11.2
2021/02/12 06:00:00,6.5,518,8.1,11.2
2021/02/12 06:30:00,6.4,517,8.1,11.3
2021/02/12 07:00:00,6.4,515,8.1,11.3
2021/02/12 07:30:00,6.4,514,8.1,11.3
2021/02/12 08:00:00,6.3,512,8.1,11.3
2021/02/12 08:30:00,6.3,511,8.1,11.3
2021/02/12 09:00:00,6.2,509,8.1,11.4
2021/02/12 09:30:00,6.2,507,8.1,11.4
2021/02/12 10:00:00,6.2,506,8.1,11.5
2021/02/12 10:30:00,6.1,505,8.1,11.5
2021/02/12 11:00:00,6.1,504,8.2,11.6
2021/02/12 11:30:00,6.1,504,8.2,11.8
2021/02/12 12:00:00,6.1,503,8.2,12
2021/02/12 12:30:00,6.1,503,8.2,12.2
2021/02/12 13:00:00,6,504,8.2,12.5
2021/02/12 13:30:00,6,504,8.2,12.8
2021/02/12 14:00:00,6,505,8.3,13
2021/02/12 14:30:00,6.1,506,8.3,13.5
2021/02/12 15:00:00,6.1,507,8.4,13.8
2021/02/12 15:30:00,6.1,507,8.4,14.2
2021/02/12 16:00:00,6.1,508,8.4,14.5
2021/02/12 16:30:00,6.1,508,8.5,14.7
2021/02/12 17:00:00,6.1,509,8.5,14.9
2021/02/12 17:30:00,6.1,510,8.5,15
2021/02/12 18:00:00,6.1,510,8.5,15
2021/02/12 18:30:00,6,510,8.6,14.9
2021/02/12 19:00:00,6,511,8.6,14.8
2021/02/12 19:30:00,6,512,8.6,14.6
2021/02/12 20:00:00,6,512,8.6,14.4
2021/02/12 20:30:00,5.9,514,8.6,14.2
2021/02/12 21:00:00,5.9,514,8.5,14
2021/02/12 21:30:00,5.8,516,8.5,13.7
2021/02/12 22:00:00,5.8,517,8.5,13.6
2021/02/12 22:30:00,5.8,518,8.5,13.3
2021/02/12 23:00:00,5.7,519,8.5,13.1
2021/02/12 23:30:00,5.7,521,8.4,12.9
2021/02/13 00:00:00,5.6,522,8.4,12.7
2021/02/13 00:30:00,5.6,524,8.4,12.5
2021/02/13 01:00:00,5.5,524,8.4,12.4
2021/02/13 01:30:00,5.5,526,8.4,12.3
2021/02/13 02:00:00,5.5,526,8.4,12.2
2021/02/13 02:30:00,5.4,527,8.3,12.1
2021/02/13 03:00:00,5.4,528,8.3,12.1
2021/02/13 03:30:00,5.4,529,8.3,12
2021/02/13 04:00:00,5.3,530,8.3,12
2021/02/13 04:30:00,5.3,531,8.3,12
2021/02/13 05:00:00,5.3,531,8.3,11.9
2021/02/13 05:30:00,5.2,532,8.2,11.9
2021/02/13 06:00:00,5.2,533,8.2,11.9
2021/02/13 06:30:00,5.2,533,8.2,11.9
2021/02/13 07:00:00,5.1,534,8.2,11.9
2021/02/13 07:30:00,5.1,534,8.2,11.9
2021/02/13 08:00:00,5.1,535,8.2,11.9
2021/02/13 08:30:00,5,535,8.2,11.9
2021/02/13 09:00:00,5,536,8.2,12
2021/02/13 09:30:00,5,536,8.2,12
2021/02/13 10:00:00,5,536,8.2,12
2021/02/13 10:30:00,5,536,8.2,12.2
2021/02/13 11:00:00,5,536,8.2,12.4
2021/02/13 11:30:00,5,535,8.2,12.6
2021/02/13 12:00:00,5,535,8.3,12.9
2021/02/13 12:30:00,5,535,8.3,13.1
2021/02/13 13:00:00,5,534,8.3,13.3
2021/02/13 13:30:00,5,534,8.3,13.6
2021/02/13 14:00:00,5,533,8.4,14
2021/02/13 14:30:00,5,532,8.4,14.5
2021/02/13 15:00:00,5,531,8.4,14.7
2021/02/13 15:30:00,5,530,8.5,15.1
2021/02/13 16:00:00,5.1,529,8.5,15.3
2021/02/13 16:30:00,5.1,529,8.5,15.4
2021/02/13 17:00:00,5.1,528,8.6,15.6
2021/02/13 17:30:00,5,528,8.6,15.6
2021/02/13 18:00:00,5,528,8.6,15.5
2021/02/13 18:30:00,5,528,8.6,15.4
2021/02/13 19:00:00,5,529,8.6,15.2
2021/02/13 19:30:00,5,529,8.6,15
2021/02/13 20:00:00,4.9,530,8.6,14.8
2021/02/13 20:30:00,4.8,531,8.6,14.5
2021/02/13 21:00:00,4.8,531,8.6,14.3
2021/02/13 21:30:00,4.8,532,8.6,14.1
2021/02/13 22:00:00,4.7,533,8.5,13.9
2021/02/13 22:30:00,4.6,535,8.5,13.7
2021/02/13 23:00:00,4.6,535,8.5,13.5
2021/02/13 23:30:00,4.5,537,8.5,13.3
2021/02/14 00:00:00,4.5,537,8.5,13.2
2021/02/14 00:30:00,4.4,539,8.4,13
2021/02/14 01:00:00,4.4,540,8.4,12.8
2021/02/14 01:30:00,4.3,541,8.4,12.7
2021/02/14 02:00:00,4.3,541,8.4,12.6
2021/02/14 02:30:00,4.2,542,8.4,12.6
2021/02/14 03:00:00,4.2,543,8.4,12.6
2021/02/14 03:30:00,4.1,544,8.3,12.5
2021/02/14 04:00:00,4,545,8.3,12.5
2021/02/14 04:30:00,4,546,8.3,12.5
2021/02/14 05:00:00,3.9,546,8.3,12.4
2021/02/14 05:30:00,3.8,547,8.3,12.4
2021/02/14 06:00:00,3.8,548,8.3,12.4
2021/02/14 06:30:00,3.8,548,8.3,12.4
2021/02/14 07:00:00,3.7,549,8.3,12.4
2021/02/14 07:30:00,3.7,550,8.3,12.4
2021/02/14 08:00:00,3.7,550,8.2,12.4
2021/02/14 08:30:00,3.6,550,8.2,12.5
2021/02/14 09:00:00,3.6,550,8.2,12.6
2021/02/14 09:30:00,3.5,551,8.2,12.6
2021/02/14 10:00:00,3.5,551,8.3,12.8
2021/02/14 10:30:00,3.5,551,8.3,12.9
2021/02/14 11:00:00,3.5,551,8.3,13.1
2021/02/14 11:30:00,3.5,551,8.3,13.4
2021/02/14 12:00:00,3.5,550,8.3,13.5
2021/02/14 12:30:00,3.5,550,8.3,14
2021/02/14 13:00:00,3.5,549,8.4,14.3
2021/02/14 13:30:00,3.5,548,8.4,14.7
2021/02/14 14:00:00,3.5,547,8.4,15
2021/02/14 14:30:00,3.5,546,8.4,15.4
2021/02/14 15:00:00,3.5,545,8.5,15.7
2021/02/14 15:30:00,3.5,544,8.5,15.9
2021/02/14 16:00:00,3.6,542,8.6,16.1
2021/02/14 16:30:00,3.6,542,8.6,16.2
2021/02/14 17:00:00,3.6,541,8.6,16.2
2021/02/14 17:30:00,3.6,540,8.6,16.1
2021/02/14 18:00:00,3.6,540,8.6,16
2021/02/14 18:30:00,3.6,540,8.6,15.7
2021/02/14 19:00:00,3.5,541,8.6,15.5
2021/02/14 19:30:00,3.5,541,8.6,15.3
2021/02/14 20:00:00,3.5,542,8.6,15.1
2021/02/14 20:30:00,3.4,542,8.6,14.8
2021/02/14 21:00:00,3.4,543,8.6,14.5
2021/02/14 21:30:00,3.3,543,8.6,14.4
2021/02/14 22:00:00,3.3,543,8.6,14.2
2021/02/14 22:30:00,3.2,544,8.5,14
2021/02/14 23:00:00,3.1,545,8.5,13.9
2021/02/14 23:30:00,3,545,8.5,13.7
2021/02/15 00:00:00,2.9,545,8.5,13.6
2021/02/15 00:30:00,2.8,546,8.5,13.5
2021/02/15 01:00:00,2.7,547,8.4,13.4
2021/02/15 01:30:00,2.6,547,8.4,13.3
2021/02/15 02:00:00,2.6,548,8.4,13.2
2021/02/15 02:30:00,2.6,548,8.4,13.2
2021/02/15 03:00:00,2.5,549,8.4,13.1
2021/02/15 03:30:00,2.5,549,8.4,13.1
2021/02/15 04:00:00,2.4,549,8.4,13.1
2021/02/15 04:30:00,2.4,550,8.3,13.1
2021/02/15 05:00:00,2.4,550,8.3,13.1
2021/02/15 05:30:00,2.4,550,8.3,13.1
2021/02/15 06:00:00,2.4,551,8.3,13.1
2021/02/15 06:30:00,2.4,551,8.3,13
2021/02/15 07:00:00,2.4,552,8.3,13
2021/02/15 07:30:00,2.3,553,8.3,13
2021/02/15 08:00:00,2.3,555,8.3,13
2021/02/15 08:30:00,2.3,556,8.3,13.1
2021/02/15 09:00:00,2.3,558,8.3,13.1
2021/02/15 09:30:00,2.3,559,8.3,13.1
2021/02/15 10:00:00,2.3,559,8.3,13.2
2021/02/15 10:30:00,2.3,560,8.3,13.3
2021/02/15 11:00:00,2.3,560,8.3,13.4
2021/02/15 11:30:00,2.3,560,8.3,13.6
2021/02/15 12:00:00,2.2,560,8.3,13.6
2021/02/15 12:30:00,2.1,559,8.3,13.9
2021/02/15 13:00:00,1.9,558,8.3,14.1
2021/02/15 13:30:00,1.7,556,8.4,14.4
2021/02/15 14:00:00,1.6,555,8.4,14.7
2021/02/15 14:30:00,1.2,553,8.4,15
2021/02/15 15:00:00,0.9,552,8.4,15.2
2021/02/15 15:30:00,0.6,551,8.4,15.4
2021/02/15 16:00:00,0.5,551,8.5,15.7
2021/02/15 16:30:00,0.4,551,8.5,15.9
2021/02/15 17:00:00,0.5,551,8.5,16.1
2021/02/15 17:30:00,0.5,552,8.6,16.2
2021/02/15 18:00:00,0.5,555,8.6,16.2
2021/02/15 18:30:00,0.4,558,8.6,16.1
2021/02/15 19:00:00,0.4,562,8.6,16
2021/02/15 19:30:00,0.4,566,8.6,15.9
2021/02/15 20:00:00,0.4,568,8.6,15.9
2021/02/15 20:30:00,0.3,572,8.6,15.7
2021/02/15 21:00:00,0.3,576,8.6,15.6
2021/02/15 21:30:00,0.3,580,8.6,15.4
2021/02/15 22:00:00,0.3,582,8.5,15.3
2021/02/15 22:30:00,0.3,584,8.5,15.1
2021/02/15 23:00:00,0.4,585,8.5,15
2021/02/15 23:30:00,0.4,585,8.5,14.7
2021/02/16 00:00:00,0.4,583,8.5,14.6
2021/02/16 00:30:00,0.4,580,8.5,14.4
2021/02/16 01:00:00,0.3,578,8.4,14.4
2021/02/16 01:30:00,0.3,576,8.4,14.3
2021/02/16 02:00:00,0.3,575,8.4,14.2
2021/02/16 02:30:00,0.3,575,8.4,14.2
2021/02/16 03:00:00,0.2,576,8.4,14.2
2021/02/16 03:30:00,0.2,579,8.4,14.2
2021/02/16 04:00:00,0.2,582,8.4,14.2
2021/02/16 04:30:00,0.2,586,8.4,14.1
2021/02/16 05:00:00,0.2,589,8.3,14.1
2021/02/16 05:30:00,0.1,594,8.3,14.1
2021/02/16 06:00:00,0.1,597,8.3,14.1
2021/02/16 06:30:00,0.1,600,8.3,14.1
2021/02/16 07:00:00,0.1,603,8.3,14.1
2021/02/16 07:30:00,0.1,604,8.3,14.1
2021/02/16 08:00:00,0.1,606,8.3,14.1
2021/02/16 08:30:00,0.1,608,8.3,14.1
2021/02/16 09:00:00,0.1,609,8.3,14.1
2021/02/16 09:30:00,0.2,610,8.3,14.2
2021/02/16 10:00:00,0.1,611,8.3,14.3
2021/02/16 10:30:00,0.2,611,8.3,14.5
2021/02/16 11:00:00,0.2,610,8.3,14.8
2021/02/16 11:30:00,0.2,609,8.3,15.1
2021/02/16 12:00:00,0.2,608,8.4,15.4
2021/02/16 12:30:00,0.3,605,8.4,15.9
2021/02/16 13:00:00,0.3,600,8.4,16.3
2021/02/16 13:30:00,0.4,596,8.4,16.7
2021/02/16 14:00:00,0.5,591,8.5,17.1
2021/02/16 14:30:00,0.6,586,8.5,17.4
2021/02/16 15:00:00,0.6,581,8.5,17.7
2021/02/16 15:30:00,0.7,574,8.6,18
2021/02/16 16:00:00,0.8,570,8.6,18.2
2021/02/16 16:30:00,0.9,564,8.6,18.4
2021/02/16 17:00:00,1,559,8.6,18.6
2021/02/16 17:30:00,1,554,8.7,18.8
2021/02/16 18:00:00,1.2,551,8.7,18.8
2021/02/16 18:30:00,1.2,555,8.7,18.8
2021/02/16 19:00:00,1.3,565,8.7,18.6
2021/02/16 19:30:00,1.3,574,8.7,18.5
2021/02/16 20:00:00,1.3,585,8.7,18.3
2021/02/16 20:30:00,1.3,590,8.7,18.1
2021/02/16 21:00:00,1.3,594,8.7,17.9
2021/02/16 21:30:00,1.2,597,8.7,17.5
2021/02/16 22:00:00,1.2,598,8.7,17.1
2021/02/16 22:30:00,1.1,598,8.7,16.9
2021/02/16 23:00:00,1.1,599,8.7,16.6
2021/02/16 23:30:00,1.1,602,8.7,16.4
2021/02/17 00:00:00,1,609,8.6,16
2021/02/17 00:30:00,1,614,8.6,15.7
2021/02/17 01:00:00,0.9,619,8.6,15.4
2021/02/17 01:30:00,0.8,623,8.6,15.2
2021/02/17 02:00:00,0.8,626,8.6,15
2021/02/17 02:30:00,0.7,628,8.6,14.9
2021/02/17 03:00:00,0.6,629,8.5,14.7
2021/02/17 03:30:00,0.6,628,8.5,14.6
2021/02/17 04:00:00,0.5,626,8.5,14.5
2021/02/17 04:30:00,0.4,622,8.5,14.4
2021/02/17 05:00:00,0.4,618,8.5,14.4
2021/02/17 05:30:00,0.4,616,8.5,14.3
2021/02/17 06:00:00,0.4,614,8.5,14.3
2021/02/17 06:30:00,0.4,611,8.4,14.3
2021/02/17 07:00:00,0.4,610,8.4,14.2
2021/02/17 07:30:00,0.3,609,8.4,14.2
2021/02/17 08:00:00,0.3,609,8.4,14.2
2021/02/17 08:30:00,0.3,609,8.4,14.2
2021/02/17 09:00:00,0.4,609,8.4,14.2
2021/02/17 09:30:00,0.4,611,8.4,14.2
2021/02/17 10:00:00,0.4,613,8.4,14.3
2021/02/17 10:30:00,0.4,615,8.4,14.3
2021/02/17 11:00:00,0.5,619,8.4,14.5
2021/02/17 11:30:00,0.5,622,8.4,14.6
2021/02/17 12:00:00,0.6,628,8.4,NA
2021/02/17 12:30:00,0.6,632,8.4,15
2021/02/17 13:00:00,0.7,637,8.4,15.5
2021/02/17 13:30:00,0.8,641,8.4,16
2021/02/17 14:00:00,0.9,643,8.4,16.3
2021/02/17 14:30:00,1,646,8.4,16.7
2021/02/17 15:00:00,1.1,648,8.5,17.1
2021/02/17 15:30:00,1.2,650,8.5,17.5
2021/02/17 16:00:00,1.4,652,8.5,17.8
2021/02/17 16:30:00,1.5,654,8.6,18
2021/02/17 17:00:00,1.6,657,8.6,18.2
2021/02/17 17:30:00,1.7,659,8.6,18.4
2021/02/17 18:00:00,1.8,661,8.6,18.5
2021/02/17 18:30:00,1.8,663,8.6,18.5
2021/02/17 19:00:00,1.9,663,8.7,18.5
2021/02/17 19:30:00,1.9,664,8.7,18.3
2021/02/17 20:00:00,2,664,8.7,18.2
2021/02/17 20:30:00,2,664,8.7,18
2021/02/17 21:00:00,2,664,8.7,17.8
2021/02/17 21:30:00,1.9,664,8.7,17.4
2021/02/17 22:00:00,1.8,663,8.7,17.1
2021/02/17 22:30:00,1.8,664,8.7,16.8
2021/02/17 23:00:00,1.8,665,8.7,16.5
2021/02/17 23:30:00,1.7,668,8.7,16.1
2021/02/18 00:00:00,1.6,670,8.6,15.6
2021/02/18 00:30:00,1.6,670,8.6,15.3
2021/02/18 01:00:00,1.4,669,8.6,15
2021/02/18 01:30:00,1.4,667,8.6,14.7
2021/02/18 02:00:00,1.3,665,8.6,14.6
2021/02/18 02:30:00,1.2,664,8.5,14.4
2021/02/18 03:00:00,1.2,663,8.5,14.2
2021/02/18 03:30:00,1.2,663,8.5,14.1
2021/02/18 04:00:00,1.2,664,8.5,14
2021/02/18 04:30:00,1.2,664,8.5,13.9
2021/02/18 05:00:00,1.2,665,8.4,13.8
2021/02/18 05:30:00,1.2,666,8.4,13.8
2021/02/18 06:00:00,1.3,666,8.4,13.7
2021/02/18 06:30:00,1.3,667,8.4,13.7
2021/02/18 07:00:00,1.3,667,8.4,13.6
2021/02/18 07:30:00,1.4,668,8.4,13.6
2021/02/18 08:00:00,1.4,667,8.4,13.5
2021/02/18 08:30:00,1.4,667,8.4,13.5
2021/02/18 09:00:00,1.5,668,8.4,13.6
2021/02/18 09:30:00,1.5,669,8.4,13.6
2021/02/18 10:00:00,1.6,670,8.4,13.6
2021/02/18 10:30:00,1.6,671,8.4,13.7
2021/02/18 11:00:00,1.7,673,8.4,13.8
2021/02/18 11:30:00,1.7,675,8.4,14.1
2021/02/18 12:00:00,1.8,676,8.4,14.1
2021/02/18 12:30:00,1.8,678,8.4,14.3
2021/02/18 13:00:00,1.8,680,8.4,14.6
2021/02/18 13:30:00,1.9,682,8.4,15.1
2021/02/18 14:00:00,2,688,8.4,15.4
2021/02/18 14:30:00,2,696,8.4,16
2021/02/18 15:00:00,2.1,705,8.4,16.5
2021/02/18 15:30:00,2.1,709,8.5,16.8
2021/02/18 16:00:00,2.2,714,8.5,17.1
2021/02/18 16:30:00,2.3,715,8.5,17.4
2021/02/18 17:00:00,2.3,721,8.6,17.5
2021/02/18 17:30:00,2.3,713,8.6,17.7
2021/02/18 18:00:00,2.4,711,8.6,17.8
2021/02/18 18:30:00,2.4,710,8.6,17.9
2021/02/18 19:00:00,2.4,708,8.6,18
2021/02/18 19:30:00,2.5,708,8.6,18
2021/02/18 20:00:00,2.6,710,8.7,18
2021/02/18 20:30:00,2.6,711,8.7,17.8
2021/02/18 21:00:00,2.6,712,8.7,17.7
2021/02/18 21:30:00,2.6,712,8.7,17.3
2021/02/18 22:00:00,2.6,712,8.7,17.2
2021/02/18 22:30:00,2.6,713,8.7,16.8
2021/02/18 23:00:00,2.6,714,8.7,16.6
2021/02/18 23:30:00,2.6,716,8.7,16.3
2021/02/19 00:00:00,2.6,718,8.7,16
2021/02/19 00:30:00,2.6,723,8.6,15.6
2021/02/19 01:00:00,2.6,727,8.6,15.2
2021/02/19 01:30:00,2.5,729,8.6,15
2021/02/19 02:00:00,2.5,732,8.6,14.8
2021/02/19 02:30:00,2.5,735,8.6,14.6
2021/02/19 03:00:00,2.4,737,8.6,14.3
2021/02/19 03:30:00,2.4,737,8.6,14.2
2021/02/19 04:00:00,2.2,739,8.5,14
2021/02/19 04:30:00,2.2,739,8.5,13.9
2021/02/19 05:00:00,2.1,740,8.5,13.7
2021/02/19 05:30:00,2,740,8.5,13.6
2021/02/19 06:00:00,1.9,740,8.5,13.5
2021/02/19 06:30:00,1.8,741,8.4,13.5
2021/02/19 07:00:00,1.8,740,8.4,13.4
2021/02/19 07:30:00,1.6,743,8.4,13.4
2021/02/19 08:00:00,1.6,743,8.4,13.4
2021/02/19 08:30:00,1.6,744,8.4,13.4
2021/02/19 09:00:00,1.5,745,8.4,13.4
2021/02/19 09:30:00,1.6,747,8.4,13.5
2021/02/19 10:00:00,1.6,749,8.4,13.5
2021/02/19 10:30:00,1.6,750,8.4,13.6
2021/02/19 11:00:00,1.6,753,8.4,13.7
2021/02/19 11:30:00,1.6,755,8.4,13.8
2021/02/19 12:00:00,1.6,760,8.4,14
2021/02/19 12:30:00,1.7,765,8.4,14.2
2021/02/19 13:00:00,1.7,769,8.4,14.5
2021/02/19 13:30:00,1.8,774,8.4,15.1
2021/02/19 14:00:00,1.9,777,8.4,15.5
2021/02/19 14:30:00,2,779,8.4,16
2021/02/19 15:00:00,2.1,781,8.4,16.4
2021/02/19 15:30:00,2.2,782,8.5,17
2021/02/19 16:00:00,2.4,783,8.5,17.4
2021/02/19 16:30:00,2.6,782,8.5,17.8
2021/02/19 17:00:00,2.9,782,8.6,18.2
2021/02/19 17:30:00,3.1,782,8.6,18.7
2021/02/19 18:00:00,3.3,781,8.6,18.8
2021/02/19 18:30:00,3.5,783,8.7,19
2021/02/19 19:00:00,3.8,785,8.7,19.1
2021/02/19 19:30:00,3.9,786,8.7,19.1
2021/02/19 20:00:00,3.9,785,8.7,19
2021/02/19 20:30:00,4.1,793,8.7,18.9
2021/02/19 21:00:00,4.2,801,8.8,18.5
2021/02/19 21:30:00,4.2,806,8.8,18.3
2021/02/19 22:00:00,4.2,811,8.8,18.1
2021/02/19 22:30:00,4.2,821,8.8,17.6
2021/02/19 23:00:00,4.1,826,8.8,17.2
2021/02/19 23:30:00,4,835,8.8,16.6
2021/02/20 00:00:00,3.9,842,8.7,16.1
2021/02/20 00:30:00,3.8,849,8.7,15.6
2021/02/20 01:00:00,3.8,853,8.7,15.3
2021/02/20 01:30:00,3.6,859,8.7,14.9
2021/02/20 02:00:00,3.5,866,8.6,14.5
2021/02/20 02:30:00,3.4,873,8.6,14.3
2021/02/20 03:00:00,3.3,881,8.6,14
2021/02/20 03:30:00,3.2,887,8.6,13.9
2021/02/20 04:00:00,3.1,894,8.6,13.7
2021/02/20 04:30:00,3,904,8.5,13.4
2021/02/20 05:00:00,2.9,907,8.5,13.4
2021/02/20 05:30:00,2.8,912,8.5,13.3
2021/02/20 06:00:00,2.7,916,8.5,13.2
2021/02/20 06:30:00,2.7,920,8.5,13.1
2021/02/20 07:00:00,2.6,922,8.4,13
2021/02/20 07:30:00,2.6,923,8.4,12.9
2021/02/20 08:00:00,2.5,924,8.4,12.9
2021/02/20 08:30:00,2.5,923,8.4,12.9
2021/02/20 09:00:00,2.4,923,8.4,12.9
2021/02/20 09:30:00,2.4,923,8.4,12.9
2021/02/20 10:00:00,2.4,922,8.4,13
2021/02/20 10:30:00,2.4,921,8.4,13.1
2021/02/20 11:00:00,2.4,921,8.3,13.2
2021/02/20 11:30:00,2.5,920,8.3,13.4
2021/02/20 12:00:00,2.6,919,8.3,13.6
2021/02/20 12:30:00,2.7,918,8.3,14.2
2021/02/20 13:00:00,2.8,916,8.3,14.7
2021/02/20 13:30:00,2.8,914,8.3,14.8
2021/02/20 14:00:00,2.9,912,8.3,15.4
2021/02/20 14:30:00,3,908,8.4,16
2021/02/20 15:00:00,3.1,904,8.4,16.4
2021/02/20 15:30:00,3.3,899,8.4,16.9
2021/02/20 16:00:00,3.5,891,8.5,17.4
2021/02/20 16:30:00,3.7,885,8.5,17.9
2021/02/20 17:00:00,4,876,8.6,18.4
2021/02/20 17:30:00,4.5,867,8.6,18.8
2021/02/20 18:00:00,4.7,863,8.7,19
2021/02/20 18:30:00,5,858,8.7,19
2021/02/20 19:00:00,5.1,857,8.7,18.9
2021/02/20 19:30:00,5.2,858,8.8,18.6
2021/02/20 20:00:00,5.3,859,8.8,18.3
2021/02/20 20:30:00,5.3,862,8.8,17.9
2021/02/20 21:00:00,5.2,864,8.8,17.5
2021/02/20 21:30:00,5.2,869,8.7,16.9
2021/02/20 22:00:00,5.1,873,8.7,16.3
2021/02/20 22:30:00,5.1,881,8.7,15.6
2021/02/20 23:00:00,5,885,8.7,15.1
2021/02/20 23:30:00,4.8,891,8.6,14.5
2021/02/21 00:00:00,4.7,894,8.6,14.1
2021/02/21 00:30:00,4.7,894,8.6,13.9
2021/02/21 01:00:00,4.6,896,8.6,13.6
2021/02/21 01:30:00,4.5,897,8.5,13.4
2021/02/21 02:00:00,4.4,899,8.5,13.1
2021/02/21 02:30:00,4.4,901,8.5,13
2021/02/21 03:00:00,4.3,904,8.4,12.8
2021/02/21 03:30:00,4.2,907,8.4,12.7
2021/02/21 04:00:00,4.2,908,8.4,12.6
2021/02/21 04:30:00,4.2,910,8.4,12.5
2021/02/21 05:00:00,4.2,912,8.4,12.4
2021/02/21 05:30:00,4.1,914,8.4,12.4
2021/02/21 06:00:00,4.1,918,8.4,12.3
2021/02/21 06:30:00,4,921,8.4,12.2
2021/02/21 07:00:00,4,927,8.3,12.2
2021/02/21 07:30:00,4,933,8.3,12.2
2021/02/21 08:00:00,3.9,940,8.3,12.2
2021/02/21 08:30:00,3.8,945,8.2,12.2
2021/02/21 09:00:00,3.8,948,8.2,12.2
2021/02/21 09:30:00,3.8,950,8.2,12.3
2021/02/21 10:00:00,3.8,951,8.2,12.4
2021/02/21 10:30:00,3.8,949,8.2,12.7
2021/02/21 11:00:00,3.8,945,8.2,12.9
2021/02/21 11:30:00,3.9,940,8.2,13.4
2021/02/21 12:00:00,4,929,8.2,14.2
2021/02/21 12:30:00,4.2,922,8.3,14.7
2021/02/21 13:00:00,4.3,913,8.3,15.4
2021/02/21 13:30:00,4.6,901,8.4,16.1
2021/02/21 14:00:00,5,889,8.5,16.9
2021/02/21 14:30:00,5.4,877,8.5,17.5
2021/02/21 15:00:00,5.9,879,8.6,18
2021/02/21 15:30:00,6.4,906,8.6,18
2021/02/21 16:00:00,6.8,924,8.7,17.7
2021/02/21 16:30:00,7,914,8.7,17.1
2021/02/21 17:00:00,7.1,959,8.7,16.1
2021/02/21 17:30:00,7.2,977,8.6,15.4
2021/02/21 18:00:00,7.2,913,8.6,14.9
2021/02/21 18:30:00,7.1,855,8.6,14.4
2021/02/21 19:00:00,7,835,8.6,13.8
2021/02/21 19:30:00,7,864,8.5,13.4
2021/02/21 20:00:00,6.9,883,8.5,13.1
2021/02/21 20:30:00,6.9,853,8.5,12.9
2021/02/21 21:00:00,6.9,816,8.5,12.7
2021/02/21 21:30:00,7,799,8.4,12.4
2021/02/21 22:00:00,7,785,8.4,12.2
2021/02/21 22:30:00,6.9,773,8.3,12
2021/02/21 23:00:00,6.8,761,8.2,11.8
2021/02/21 23:30:00,6.7,748,8.2,11.7
2021/02/22 00:00:00,6.6,743,8.1,11.6
2021/02/22 00:30:00,6.5,737,8.1,11.6
2021/02/22 01:00:00,6.4,735,8.1,11.6
2021/02/22 01:30:00,6.5,734,8.1,11.6
2021/02/22 02:00:00,6.5,736,8.1,11.6
2021/02/22 02:30:00,6.6,739,8.1,11.6
2021/02/22 03:00:00,6.7,743,8.1,11.5
2021/02/22 03:30:00,6.7,742,8.1,11.4
2021/02/22 04:00:00,6.7,735,8.1,11.4
2021/02/22 04:30:00,6.7,729,8.1,11.4
2021/02/22 05:00:00,6.7,716,8,11.4
2021/02/22 05:30:00,6.8,701,8,11.3
2021/02/22 06:00:00,6.8,690,8,11.3
2021/02/22 06:30:00,6.8,678,8.1,11.3
2021/02/22 07:00:00,6.8,676,8,11.3
2021/02/22 07:30:00,6.8,696,8,11.3
2021/02/22 08:00:00,6.8,689,8,11.3
2021/02/22 08:30:00,6.9,679,8,11.3
2021/02/22 09:00:00,7,682,8,11.4
2021/02/22 09:30:00,7.1,680,8,11.4
2021/02/22 10:00:00,7.2,670,8,11.5
2021/02/22 10:30:00,7.4,652,8,11.6
2021/02/22 11:00:00,7.5,639,8,11.7
2021/02/22 11:30:00,7.6,628,8,11.8
2021/02/22 12:00:00,7.8,626,8.1,11.9
2021/02/22 12:30:00,8,637,8,11.8
2021/02/22 13:00:00,8.1,621,8,11.9
2021/02/22 13:30:00,8.3,602,8.1,11.9
2021/02/22 14:00:00,8.4,584,8,11.9
2021/02/22 14:30:00,8.6,567,8,11.9
2021/02/22 15:00:00,8.7,554,8.1,11.9
2021/02/22 15:30:00,8.8,547,8.1,11.8
2021/02/22 16:00:00,8.9,542,8.1,11.8
2021/02/22 16:30:00,8.9,538,8.1,11.7
2021/02/22 17:00:00,8.9,536,8.1,11.7
2021/02/22 17:30:00,8.9,535,8.1,11.6
2021/02/22 18:00:00,8.9,534,8.1,11.5
2021/02/22 18:30:00,8.9,532,8,11.4
2021/02/22 19:00:00,8.9,528,8,11.3
2021/02/22 19:30:00,8.8,523,8,11.2
2021/02/22 20:00:00,8.9,528,8,11.1
2021/02/22 20:30:00,8.8,529,8,11.1
2021/02/22 21:00:00,8.8,516,8,11.1
2021/02/22 21:30:00,8.7,508,8,11.1
2021/02/22 22:00:00,8.6,501,8,11
2021/02/22 22:30:00,8.6,496,8,11
2021/02/22 23:00:00,8.5,491,8,11
2021/02/22 23:30:00,8.4,488,8,11
2021/02/23 00:00:00,8.4,486,8,11
