Date,Time,DateTime,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_PercSat,ODO_mg_L,SpCond_uS_cm,pH,Temp_C,PAR
10/24/2022,6:25:29,10/24/2022 6:25,0.3,0.464,2.92,106.7,10.7,6488.3,8.16,14.248,22.584
10/24/2022,6:30:29,10/24/2022 6:30,0.26,0.463,2.93,105.4,10.57,6490.8,8.13,14.258,27.523
10/24/2022,6:35:29,10/24/2022 6:35,0.24,0.464,2.91,106.4,10.66,6491.4,8.15,14.284,31.633
10/24/2022,6:40:29,10/24/2022 6:40,0.21,0.464,2.88,105.4,10.56,6492.1,8.14,14.279,35.446
10/24/2022,6:45:29,10/24/2022 6:45,0.26,0.463,2.88,105.9,10.61,6494.7,8.14,14.274,38.705
10/24/2022,6:50:29,10/24/2022 6:50,0.26,0.463,2.9,105.6,10.58,6493.6,8.13,14.281,41.787
10/24/2022,6:55:29,10/24/2022 6:55,0.25,0.464,2.88,105.6,10.58,6493.5,8.14,14.278,44.763
10/24/2022,7:00:29,10/24/2022 7:00,0.27,0.464,2.87,106.1,10.64,6490.8,8.15,14.265,47.218
10/24/2022,7:05:29,10/24/2022 7:05,0.27,0.463,2.88,106.1,10.64,6489.8,8.15,14.248,49.77
10/24/2022,7:10:29,10/24/2022 7:10,0.28,0.464,2.88,106.1,10.63,6489.7,8.15,14.252,52.681
10/24/2022,7:15:29,10/24/2022 7:15,0.26,0.464,2.86,105.7,10.6,6493,8.13,14.247,55.475
10/24/2022,7:20:29,10/24/2022 7:20,0.2,0.464,2.9,105.1,10.54,6495.8,8.1,14.22,57.997
10/24/2022,7:25:29,10/24/2022 7:25,0.19,0.465,2.89,104.9,10.53,6497.9,8.11,14.222,60.699
10/24/2022,7:30:29,10/24/2022 7:30,0.31,0.465,2.9,104.5,10.49,6497.4,8.11,14.218,63.51
10/24/2022,7:35:29,10/24/2022 7:35,0.3,0.466,2.99,104.2,10.46,6501.7,8.08,14.184,66.079
10/24/2022,7:40:29,10/24/2022 7:40,0.22,0.466,2.91,103.1,10.36,6497.1,8.08,14.194,68.835
10/24/2022,7:45:29,10/24/2022 7:45,0.25,0.466,2.92,103.4,10.38,6500.4,8.07,14.204,72.222
10/24/2022,7:50:29,10/24/2022 7:50,0.23,0.467,2.88,103.1,10.35,6503.4,8.08,14.194,78.393
10/24/2022,7:55:29,10/24/2022 7:55,0.26,0.466,2.95,101.8,10.22,6507.2,8.05,14.165,96.088
10/24/2022,8:00:29,10/24/2022 8:00,0.27,0.466,2.92,102,10.24,6505.8,8.05,14.168,160.67
10/24/2022,8:05:29,10/24/2022 8:05,0.22,0.467,2.92,102.7,10.32,6502.5,8.05,14.16,195.81
10/24/2022,8:10:29,10/24/2022 8:10,0.22,0.468,2.9,101.8,10.23,6503.7,8.05,14.151,564.4
10/24/2022,8:15:29,10/24/2022 8:15,0.2,0.468,2.92,101.9,10.24,6507.1,8.05,14.147,603.21
10/24/2022,8:20:29,10/24/2022 8:20,0.25,0.468,2.87,100.4,10.09,6508.7,8.02,14.133,631.13
10/24/2022,8:25:29,10/24/2022 8:25,0.25,0.469,2.93,100.8,10.13,6510.2,8.03,14.12,657.5
10/24/2022,8:30:29,10/24/2022 8:30,0.29,0.47,2.93,100.9,10.14,6510.8,8.03,14.105,683.94
10/24/2022,8:35:29,10/24/2022 8:35,0.19,0.47,2.91,101.1,10.16,6511,8.04,14.116,711.69
10/24/2022,8:40:29,10/24/2022 8:40,0.26,0.469,2.88,101.1,10.16,6509,8.04,14.128,736.45
10/24/2022,8:45:29,10/24/2022 8:45,0.23,0.469,2.91,101.4,10.2,6510.6,8.04,14.109,762.29
10/24/2022,8:50:29,10/24/2022 8:50,0.19,0.47,2.92,101,10.16,6510.2,8.02,14.122,789.76
10/24/2022,8:55:29,10/24/2022 8:55,0.26,0.47,2.89,101.3,10.19,6513.3,8.03,14.119,808.87
10/24/2022,9:00:29,10/24/2022 9:00,0.26,0.47,2.9,100.6,10.12,6513.6,8.01,14.103,786.58
10/24/2022,9:05:29,10/24/2022 9:05,0.2,0.47,2.89,100.2,10.08,6515,8.02,14.106,864.18
10/24/2022,9:10:29,10/24/2022 9:10,0.26,0.47,2.89,100.4,10.1,6514,8.03,14.11,852.62
10/24/2022,9:15:29,10/24/2022 9:15,0.25,0.47,2.87,100.9,10.15,6512.1,8.03,14.131,910.91
10/24/2022,9:20:29,10/24/2022 9:20,0.16,0.47,2.83,101.8,10.23,6510.3,8.04,14.167,939.05
10/24/2022,9:25:29,10/24/2022 9:25,0.2,0.47,2.82,101.9,10.23,6509.1,8.04,14.206,656.21
10/24/2022,9:30:29,10/24/2022 9:30,0.22,0.469,2.79,102.1,10.24,6511,8.05,14.243,987.37
10/24/2022,9:35:29,10/24/2022 9:35,0.16,0.469,2.79,102.2,10.24,6506.9,8.06,14.27,1104.9
10/24/2022,9:40:29,10/24/2022 9:40,0.26,0.469,2.79,102.4,10.25,6509.3,8.05,14.291,516.81
10/24/2022,9:45:29,10/24/2022 9:45,0.2,0.469,2.78,102.9,10.3,6503.7,8.08,14.332,362.2
10/24/2022,9:50:29,10/24/2022 9:50,0.5,0.469,2.77,102.9,10.3,6506.3,8.06,14.341,411.73
10/24/2022,9:55:29,10/24/2022 9:55,0.27,0.468,2.75,103.9,10.39,6504.6,8.07,14.362,362.49
10/24/2022,10:00:29,10/24/2022 10:00,0.11,0.468,2.8,104,10.4,6504.3,8.07,14.371,855.29
10/24/2022,10:05:29,10/24/2022 10:05,0.11,0.466,2.79,104.5,10.44,6502.2,8.09,14.403,465.29
10/24/2022,10:10:29,10/24/2022 10:10,0.2,0.466,2.76,104.1,10.4,6500.4,8.09,14.416,488.77
10/24/2022,10:15:29,10/24/2022 10:15,0.08,0.465,2.87,105.5,10.53,6501,8.08,14.433,924.33
10/24/2022,10:20:29,10/24/2022 10:20,0.19,0.464,2.76,106.3,10.61,6497.6,8.11,14.448,397.74
10/24/2022,10:25:29,10/24/2022 10:25,0.15,0.464,2.76,106.1,10.59,6494.2,8.12,14.459,1049.6
10/24/2022,10:30:29,10/24/2022 10:30,0.19,0.464,2.76,107.8,10.76,6491.4,8.15,14.481,388.96
10/24/2022,10:35:29,10/24/2022 10:35,0.19,0.464,2.77,107.7,10.74,6485.3,8.15,14.504,722.76
10/24/2022,10:40:29,10/24/2022 10:40,0.23,0.464,2.73,109.5,10.92,6485.1,8.19,14.512,1153.5
10/24/2022,10:45:29,10/24/2022 10:45,0.18,0.464,2.73,110.3,11,6479.3,8.2,14.522,1060.4
10/24/2022,10:50:29,10/24/2022 10:50,0.17,0.464,2.73,111,11.07,6478.5,8.22,14.526,1149.6
10/24/2022,10:55:29,10/24/2022 10:55,0.16,0.465,2.77,111.8,11.14,6474,8.24,14.522,911.56
10/24/2022,11:00:29,10/24/2022 11:00,0.31,0.465,2.76,112,11.16,6472.6,8.24,14.531,239.34
10/24/2022,11:05:29,10/24/2022 11:05,0.21,0.464,2.77,113.9,11.35,6467.1,8.29,14.542,1016.4
10/24/2022,11:10:29,10/24/2022 11:10,0.13,0.463,2.8,115,11.45,6470.1,8.31,14.556,1199.1
10/24/2022,11:15:29,10/24/2022 11:15,0.17,0.463,2.78,115.7,11.53,6467.4,8.33,14.568,1088.1
10/24/2022,11:20:29,10/24/2022 11:20,0.27,0.462,2.79,116,11.55,6469.4,8.32,14.569,1153.7
10/24/2022,11:25:29,10/24/2022 11:25,0.22,0.461,2.78,116.8,11.63,6463.3,8.35,14.577,1037.3
10/24/2022,11:30:29,10/24/2022 11:30,0.25,0.459,2.81,117.5,11.7,6460.5,8.35,14.584,293.16
10/24/2022,11:35:29,10/24/2022 11:35,0.27,0.456,2.8,118.6,11.82,6456.4,8.38,14.547,303.16
10/24/2022,11:40:29,10/24/2022 11:40,0.22,0.455,2.79,119.4,11.89,6453.2,8.38,14.564,870.02
10/24/2022,11:45:29,10/24/2022 11:45,0.14,0.454,2.78,119.2,11.86,6453.3,8.38,14.59,749.98
10/24/2022,11:50:29,10/24/2022 11:50,0.35,0.453,2.76,120.2,11.96,6445.7,8.4,14.651,1000.3
10/24/2022,11:55:29,10/24/2022 11:55,0.15,0.45,2.74,120,11.93,6447.8,8.39,14.643,351.21
10/24/2022,12:00:29,10/24/2022 12:00,0.23,0.448,2.69,118.2,11.76,6455.8,8.36,14.622,599.11
10/24/2022,12:05:29,10/24/2022 12:05,0.27,0.447,2.69,118.3,11.77,6456,8.36,14.633,685.33
10/24/2022,12:10:29,10/24/2022 12:10,0.25,0.448,2.7,118.6,11.79,6453.6,8.37,14.644,445.54
10/24/2022,12:15:29,10/24/2022 12:15,0.23,0.447,2.69,119.3,11.85,6453,8.38,14.668,232.17
10/24/2022,12:20:29,10/24/2022 12:20,0.29,0.448,2.68,118.6,11.79,6454.6,8.37,14.68,200.09
10/24/2022,12:25:29,10/24/2022 12:25,0.27,0.446,2.68,118.8,11.81,6454.8,8.37,14.678,170.4
10/24/2022,12:30:29,10/24/2022 12:30,0.29,0.446,2.67,119.1,11.83,6455.9,8.38,14.685,150.46
10/24/2022,12:35:29,10/24/2022 12:35,0.25,0.444,2.67,119.6,11.87,6452,8.39,14.707,283.66
10/24/2022,12:40:29,10/24/2022 12:40,0.31,0.442,2.69,120.5,11.96,6449,8.4,14.723,266.36
10/24/2022,12:45:29,10/24/2022 12:45,0.35,0.44,2.68,121.7,12.08,6443.9,8.43,14.723,285.81
10/24/2022,12:50:29,10/24/2022 12:50,0.28,0.439,2.7,123.3,12.24,6436.4,8.46,14.729,413.51
10/24/2022,12:55:29,10/24/2022 12:55,0.31,0.438,2.7,124.6,12.37,6432.7,8.48,14.722,521.39
10/24/2022,13:00:29,10/24/2022 13:00,0.27,0.436,2.73,126.3,12.53,6426.5,8.51,14.731,286.35
10/24/2022,13:05:29,10/24/2022 13:05,0.29,0.434,2.72,127.6,12.66,6419.5,8.53,14.747,397.66
10/24/2022,13:10:29,10/24/2022 13:10,0.32,0.435,2.74,128.6,12.75,6414.2,8.54,14.767,528.27
10/24/2022,13:15:29,10/24/2022 13:15,0.36,0.433,2.75,131.2,13.02,6403.7,8.58,14.751,605.68
10/24/2022,13:20:29,10/24/2022 13:20,0.31,0.432,2.77,132.4,13.14,6399.3,8.6,14.756,500.29
10/24/2022,13:25:29,10/24/2022 13:25,0.31,0.429,2.75,132.6,13.16,6397.8,8.6,14.765,706.16
10/24/2022,13:30:29,10/24/2022 13:30,0.22,0.428,2.76,132.2,13.11,6398.9,8.59,14.775,768.13
10/24/2022,13:35:29,10/24/2022 13:35,0.27,0.429,2.73,131.7,13.06,6403.5,8.58,14.782,762.63
10/24/2022,13:40:29,10/24/2022 13:40,0.28,0.427,2.88,130.7,12.97,6402.7,8.57,14.781,493.58
10/24/2022,13:45:29,10/24/2022 13:45,0.28,0.426,2.75,130.4,12.93,6404.7,8.56,14.776,622.91
10/24/2022,13:50:29,10/24/2022 13:50,0.22,0.426,2.76,130.7,12.96,6403.2,8.57,14.79,459.47
10/24/2022,13:55:29,10/24/2022 13:55,0.25,0.424,2.78,130.5,12.93,6404,8.56,14.793,454.94
10/24/2022,14:00:29,10/24/2022 14:00,0.26,0.424,2.75,129.8,12.87,6407.3,8.55,14.802,262.89
10/24/2022,14:05:29,10/24/2022 14:05,0.29,0.423,2.76,129.8,12.86,6405.3,8.55,14.811,398.76
10/24/2022,14:10:29,10/24/2022 14:10,0.27,0.423,2.75,129.4,12.82,6407.7,8.54,14.82,348.72
10/24/2022,14:15:29,10/24/2022 14:15,0.35,0.421,2.74,129,12.77,6408.9,8.53,14.825,71.099
10/24/2022,14:20:29,10/24/2022 14:20,0.38,0.42,2.71,128.7,12.75,6409.5,8.53,14.821,69.905
10/24/2022,14:25:29,10/24/2022 14:25,0.39,0.418,2.72,128.8,12.76,6408.9,8.53,14.819,70.117
10/24/2022,14:30:29,10/24/2022 14:30,0.45,0.417,2.72,129.2,12.8,6407,8.53,14.835,71.534
10/24/2022,14:35:29,10/24/2022 14:35,0.5,0.418,2.71,129.8,12.85,6407.2,8.54,14.866,63.567
10/24/2022,14:40:29,10/24/2022 14:40,0.49,0.416,2.72,130.3,12.9,6402.2,8.55,14.878,70.024
10/24/2022,14:45:29,10/24/2022 14:45,0.51,0.414,2.74,131.3,12.99,6395.4,8.56,14.908,55.993
10/24/2022,14:50:29,10/24/2022 14:50,0.47,0.415,2.69,131.5,12.99,6402.3,8.57,14.959,41.606
10/24/2022,14:55:29,10/24/2022 14:55,0.33,0.414,2.69,131.6,12.99,6405.3,8.57,14.999,57.033
10/24/2022,15:00:29,10/24/2022 15:00,0.4,0.413,2.69,131.1,12.93,6404,8.56,15.011,56.312
10/24/2022,15:05:29,10/24/2022 15:05,0.39,0.422,2.62,129,12.72,6415.7,8.53,15.061,54.768
10/24/2022,15:10:29,10/24/2022 15:10,0.31,0.414,2.65,129.2,12.72,6415.8,8.53,15.098,53.805
10/24/2022,15:15:29,10/24/2022 15:15,0.4,0.413,2.69,128.6,12.67,6413.5,8.52,15.079,43.147
10/24/2022,15:20:29,10/24/2022 15:20,0.38,0.412,2.62,128.4,12.64,6425.1,8.52,15.128,48.915
10/24/2022,15:25:29,10/24/2022 15:25,0.36,0.411,2.57,128.4,12.61,6421.2,8.52,15.197,49.554
10/24/2022,15:30:29,10/24/2022 15:30,0.29,0.412,2.55,128.8,12.65,6421.7,8.53,15.231,43.816
10/24/2022,15:35:29,10/24/2022 15:35,0.24,0.411,2.56,128.8,12.65,6417.9,8.53,15.223,32.83
10/24/2022,15:40:29,10/24/2022 15:40,0.16,0.411,2.59,129.2,12.69,6415.5,8.53,15.222,28.295
10/24/2022,15:45:29,10/24/2022 15:45,0.77,0.411,2.3,129.1,12.7,6401,8.53,15.161,32.292
10/24/2022,15:50:29,10/24/2022 15:50,0.51,0.414,2.5,128.8,12.66,6410.5,8.52,15.194,31.486
10/24/2022,15:55:29,10/24/2022 15:55,0.35,0.415,2.5,129.2,12.7,6414.3,8.51,15.198,37.382
10/24/2022,16:00:29,10/24/2022 16:00,0.37,0.416,2.54,128.9,12.66,6413.3,8.52,15.217,33.293
10/24/2022,16:05:29,10/24/2022 16:05,0.3,0.414,2.49,127.8,12.57,6406.4,8.48,15.182,43.602
10/24/2022,16:10:29,10/24/2022 16:10,0.43,0.413,2.53,128.2,12.61,6407.6,8.5,15.188,35.402
10/24/2022,16:15:29,10/24/2022 16:15,0.85,0.411,2.26,126.9,12.48,6401.1,8.47,15.169,35.494
10/24/2022,16:20:29,10/24/2022 16:20,0.64,0.466,2.51,128.5,12.64,6403.9,8.48,15.167,38.484
10/24/2022,16:25:29,10/24/2022 16:25,0.76,0.443,2.56,129.8,12.77,6400,8.53,15.15,37.031
10/24/2022,16:30:29,10/24/2022 16:30,1.87,0.502,0.21,124.1,12.2,6394.9,8.41,15.166,30.135
10/24/2022,16:35:29,10/24/2022 16:35,1.92,0.594,0.67,116.4,11.45,6380.5,8.22,15.191,20.414
10/24/2022,16:40:29,10/24/2022 16:40,0.8,0.491,2.3,125.5,12.32,6404.7,8.43,15.236,15.756
10/24/2022,16:45:29,10/24/2022 16:45,4.24,0.476,0.62,120.5,11.83,6403.5,8.27,15.234,11.352
10/24/2022,16:50:29,10/24/2022 16:50,2.17,0.599,-1.13,111.9,10.99,6289,8.08,15.247,8.5843
10/24/2022,16:55:29,10/24/2022 16:55,0.85,0.555,2.19,127.3,12.49,6378.2,8.48,15.278,7.3967
10/24/2022,17:00:29,10/24/2022 17:00,0.86,0.444,2.18,130.7,12.82,6394.3,8.54,15.281,4.9924
10/24/2022,17:05:29,10/24/2022 17:05,1.45,0.426,1.15,127.2,12.48,6391.6,8.41,15.278,3.0753
10/24/2022,17:10:29,10/24/2022 17:10,0.97,0.427,1.63,123.7,12.13,6383.8,8.32,15.281,1.8123
10/24/2022,17:15:29,10/24/2022 17:15,0.51,0.426,2.37,131,12.85,6396.3,8.48,15.284,0.56882
10/24/2022,17:20:29,10/24/2022 17:20,0.49,0.427,2.44,131.4,12.88,6395.5,8.54,15.307,0.16058
10/24/2022,17:25:29,10/24/2022 17:25,0.63,0.423,2.36,128.3,12.59,6391.9,8.46,15.288,0.046167
10/24/2022,17:30:29,10/24/2022 17:30,0.6,0.416,2.37,129.5,12.7,6393.3,8.48,15.297,0.015189
10/24/2022,17:35:29,10/24/2022 17:35,0.2,0.415,2.46,130.7,12.81,6397.3,8.53,15.308,0.0050504
10/24/2022,17:40:29,10/24/2022 17:40,0.48,0.416,2.43,129.5,12.7,6395.8,8.49,15.31,0.0013237
10/24/2022,17:45:29,10/24/2022 17:45,0.33,0.418,2.46,129.3,12.68,6398,8.49,15.309,0.00020071
10/24/2022,17:50:29,10/24/2022 17:50,0.79,0.417,2.47,127,12.46,6399.6,8.45,15.304,0
10/24/2022,17:55:29,10/24/2022 17:55,0.29,0.416,2.49,127.6,12.51,6399.1,8.45,15.301,0
10/24/2022,18:00:29,10/24/2022 18:00,0.39,0.416,2.48,128.1,12.56,6398.7,8.48,15.297,0
10/24/2022,18:05:29,10/24/2022 18:05,0.41,0.416,2.49,127.7,12.53,6399.3,8.47,15.289,0
10/24/2022,18:10:29,10/24/2022 18:10,0.32,0.417,2.48,129.2,12.67,6404.6,8.53,15.3,0
10/24/2022,18:15:29,10/24/2022 18:15,0.23,0.417,2.36,128.6,12.58,6431.6,8.53,15.378,0
10/24/2022,18:20:29,10/24/2022 18:20,0.26,0.417,2.45,128.2,12.56,6413.3,8.53,15.335,0
10/24/2022,18:25:29,10/24/2022 18:25,0.19,0.417,2.47,128.5,12.59,6409,8.53,15.341,0
10/24/2022,18:30:29,10/24/2022 18:30,0.18,0.416,2.45,128.2,12.56,6416.8,8.53,15.346,0
10/24/2022,18:35:29,10/24/2022 18:35,0.21,0.416,2.38,127.1,12.45,6423.3,8.52,15.37,0
10/24/2022,18:40:29,10/24/2022 18:40,0.21,0.416,2.38,126,12.34,6418.8,8.49,15.349,0
10/24/2022,18:45:29,10/24/2022 18:45,0.13,0.416,2.33,126,12.33,6440.6,8.5,15.406,0
10/24/2022,18:50:29,10/24/2022 18:50,0.14,0.416,2.36,125.4,12.26,6433.7,8.48,15.415,0
10/24/2022,18:55:29,10/24/2022 18:55,0.2,0.416,2.36,125,12.22,6433.5,8.48,15.415,0
10/24/2022,19:00:29,10/24/2022 19:00,0.2,0.415,2.39,124.8,12.21,6432.3,8.48,15.387,0
10/24/2022,19:05:29,10/24/2022 19:05,0.12,0.413,2.36,124.5,12.18,6443.2,8.48,15.419,0
10/24/2022,19:10:29,10/24/2022 19:10,0.18,0.413,2.33,124.2,12.16,6442.3,8.48,15.393,0
10/24/2022,19:15:29,10/24/2022 19:15,0.13,0.413,2.34,123.6,12.09,6442.4,8.46,15.417,0
10/24/2022,19:20:29,10/24/2022 19:20,0.18,0.414,2.35,123.4,12.07,6439.1,8.47,15.416,0
10/24/2022,19:25:29,10/24/2022 19:25,0.22,0.415,2.36,123.9,12.11,6440.4,8.47,15.418,0
10/24/2022,19:30:29,10/24/2022 19:30,0.17,0.415,2.3,122.9,12.01,6450.8,8.45,15.444,0
10/24/2022,19:35:29,10/24/2022 19:35,0.18,0.416,2.32,122.4,11.97,6450.5,8.44,15.443,0
10/24/2022,19:40:29,10/24/2022 19:40,0.26,0.415,2.31,122,11.92,6463.2,8.44,15.451,0
10/24/2022,19:45:29,10/24/2022 19:45,0.15,0.414,2.28,120.9,11.8,6455.1,8.4,15.485,0
10/24/2022,19:50:29,10/24/2022 19:50,0.12,0.414,2.22,118.7,11.58,6469.3,8.38,15.538,0
10/24/2022,19:55:29,10/24/2022 19:55,0.15,0.415,2.2,118.3,11.53,6471.7,8.37,15.573,0
10/24/2022,20:00:29,10/24/2022 20:00,0.15,0.415,2.19,118.1,11.51,6473.5,8.36,15.583,0
10/24/2022,20:05:29,10/24/2022 20:05,0.33,0.414,2.2,117.8,11.48,6471.9,8.36,15.599,0
10/24/2022,20:10:29,10/24/2022 20:10,0.29,0.414,2.2,117.9,11.48,6473.4,8.36,15.593,0
10/24/2022,20:15:29,10/24/2022 20:15,0.19,0.416,2.21,117.9,11.49,6474,8.36,15.589,0
10/24/2022,20:20:29,10/24/2022 20:20,0.45,0.417,2.21,117.9,11.49,6473.2,8.36,15.591,0
10/24/2022,20:25:29,10/24/2022 20:25,0.15,0.416,2.22,117.9,11.49,6473.5,8.36,15.588,0
10/24/2022,20:30:29,10/24/2022 20:30,0.2,0.415,2.22,117.7,11.47,6473.6,8.36,15.581,0
10/24/2022,20:35:29,10/24/2022 20:35,0.13,0.414,2.23,117.6,11.46,6472.6,8.36,15.58,0
10/24/2022,20:40:29,10/24/2022 20:40,0.18,0.413,2.24,117.4,11.44,6476.4,8.36,15.565,0
10/24/2022,20:45:29,10/24/2022 20:45,0.18,0.412,2.25,117.4,11.45,6472.8,8.36,15.567,0
10/24/2022,20:50:29,10/24/2022 20:50,0.19,0.412,2.27,117.5,11.46,6471.6,8.36,15.55,0
10/24/2022,20:55:29,10/24/2022 20:55,0.17,0.412,2.28,117.2,11.43,6472.2,8.36,15.553,0
10/24/2022,21:00:29,10/24/2022 21:00,0.19,0.411,2.31,117.3,11.44,6473.1,8.36,15.563,0
10/24/2022,21:05:29,10/24/2022 21:05,0.19,0.411,2.32,116.8,11.39,6472.9,8.36,15.557,0
10/24/2022,21:10:29,10/24/2022 21:10,0.23,0.41,2.33,117,11.41,6473.5,8.36,15.551,0
10/24/2022,21:15:29,10/24/2022 21:15,0.18,0.41,2.34,116.8,11.39,6474.5,8.35,15.543,0
10/24/2022,21:20:29,10/24/2022 21:20,0.19,0.41,2.36,116.7,11.38,6475.4,8.35,15.535,0
10/24/2022,21:25:29,10/24/2022 21:25,0.14,0.41,2.36,116.5,11.36,6476.5,8.34,15.529,0
10/24/2022,21:30:29,10/24/2022 21:30,0.14,0.41,2.35,116.4,11.36,6475.4,8.35,15.515,0
10/24/2022,21:35:29,10/24/2022 21:35,0.14,0.409,2.37,116,11.32,6477.4,8.34,15.511,0
10/24/2022,21:40:29,10/24/2022 21:40,0.21,0.41,2.37,116.1,11.33,6475.1,8.34,15.506,0
10/24/2022,21:45:29,10/24/2022 21:45,0.19,0.409,2.37,116.1,11.33,6477.5,8.34,15.516,0
10/24/2022,21:50:29,10/24/2022 21:50,0.2,0.409,2.38,116,11.32,6478.7,8.34,15.51,0
10/24/2022,21:55:29,10/24/2022 21:55,0.15,0.409,2.38,115.7,11.3,6477,8.34,15.488,0
10/24/2022,22:00:29,10/24/2022 22:00,0.19,0.41,2.4,115.9,11.32,6478.8,8.34,15.499,0
10/24/2022,22:05:29,10/24/2022 22:05,0.21,0.41,2.39,116,11.32,6476.6,8.34,15.506,0
10/24/2022,22:10:29,10/24/2022 22:10,0.19,0.411,2.39,115.6,11.29,6476.4,8.34,15.485,0
10/24/2022,22:15:29,10/24/2022 22:15,0.28,0.41,2.4,115.8,11.31,6477.9,8.34,15.471,0
10/24/2022,22:20:29,10/24/2022 22:20,0.24,0.411,2.48,114.1,11.15,6479.2,8.32,15.447,0
10/24/2022,22:25:29,10/24/2022 22:25,0.25,0.411,2.42,115.4,11.28,6477.2,8.33,15.44,0
10/24/2022,22:30:29,10/24/2022 22:30,0.17,0.411,2.44,115.5,11.29,6477.3,8.33,15.436,0
10/24/2022,22:35:29,10/24/2022 22:35,0.21,0.412,2.43,115.4,11.28,6477.6,8.33,15.443,0
10/24/2022,22:40:29,10/24/2022 22:40,0.14,0.412,2.45,114.6,11.21,6478,8.32,15.428,0
10/24/2022,22:45:29,10/24/2022 22:45,0.19,0.412,2.46,115.2,11.27,6475.6,8.32,15.412,0
10/24/2022,22:50:29,10/24/2022 22:50,0.15,0.411,2.48,115.1,11.26,6477.3,8.28,15.405,0
10/24/2022,22:55:29,10/24/2022 22:55,0.18,0.411,2.54,114.2,11.17,6476.6,8.32,15.394,0
10/24/2022,23:00:29,10/24/2022 23:00,0.28,0.411,2.5,114.6,11.22,6478.5,8.32,15.374,0
10/24/2022,23:05:29,10/24/2022 23:05,0.28,0.41,2.51,114.1,11.17,6477.2,8.32,15.372,0
10/24/2022,23:10:29,10/24/2022 23:10,0.26,0.409,2.52,113.3,11.1,6480,8.29,15.347,0
10/24/2022,23:15:29,10/24/2022 23:15,0.17,0.409,2.52,114,11.16,6481,8.31,15.345,0
10/24/2022,23:20:29,10/24/2022 23:20,0.19,0.409,2.55,112.6,11.03,6482.7,8.28,15.332,0
10/24/2022,23:25:29,10/24/2022 23:25,0.27,0.409,2.55,113.4,11.11,6481.1,8.29,15.329,0
10/24/2022,23:30:29,10/24/2022 23:30,0.32,0.409,2.59,113.2,11.09,6482.2,8.29,15.323,0
10/24/2022,23:35:29,10/24/2022 23:35,0.32,0.407,2.58,114,11.18,6482.2,8.31,15.31,0
10/24/2022,23:40:29,10/24/2022 23:40,0.36,0.408,2.6,111.9,10.97,6481.9,8.31,15.31,0
10/24/2022,23:45:29,10/24/2022 23:45,0.27,0.408,2.6,111.9,10.97,6483.8,8.28,15.298,0
10/24/2022,23:50:29,10/24/2022 23:50,0.3,0.407,2.62,112.8,11.06,6481.9,8.29,15.295,0
10/24/2022,23:55:29,10/24/2022 23:55,0.24,0.407,2.62,113.4,11.13,6482.8,8.29,15.283,0
10/25/2022,0:00:29,10/25/2022 0:00,0.29,0.407,2.64,112.9,11.07,6482.9,8.29,15.266,0
10/25/2022,0:05:29,10/25/2022 0:05,0.29,0.405,2.66,110.9,10.89,6486,8.24,15.236,0
10/25/2022,0:10:29,10/25/2022 0:10,0.2,0.406,2.65,112.7,11.06,6486.5,8.28,15.247,0
10/25/2022,0:15:29,10/25/2022 0:15,0.21,0.406,2.65,112.3,11.02,6483.2,8.3,15.246,0
10/25/2022,0:20:29,10/25/2022 0:20,0.35,0.405,2.65,113.1,11.1,6483.6,8.3,15.246,0
10/25/2022,0:25:29,10/25/2022 0:25,0.25,0.405,2.65,111.9,10.98,6487.2,8.28,15.232,0
10/25/2022,0:30:29,10/25/2022 0:30,0.26,0.404,2.66,112,11,6487.7,8.28,15.23,0
10/25/2022,0:35:29,10/25/2022 0:35,0.26,0.404,2.67,113.2,11.12,6484.4,8.29,15.224,0
10/25/2022,0:40:29,10/25/2022 0:40,0.32,0.403,2.68,111.8,10.98,6482.7,8.29,15.225,0
10/25/2022,0:45:29,10/25/2022 0:45,0.49,0.403,2.71,111.1,10.91,6488.8,8.26,15.2,0
10/25/2022,0:50:29,10/25/2022 0:50,0.36,0.403,2.67,112.4,11.04,6484.8,8.29,15.208,0
10/25/2022,0:55:29,10/25/2022 0:55,0.33,0.403,2.7,110.9,10.89,6490.3,8.25,15.201,0
10/25/2022,1:00:29,10/25/2022 1:00,0.35,0.403,2.69,111.8,10.98,6487.1,8.28,15.201,0
10/25/2022,1:05:29,10/25/2022 1:05,0.37,0.403,2.72,110.7,10.88,6490.5,8.26,15.187,0
10/25/2022,1:10:29,10/25/2022 1:10,0.43,0.403,2.72,111.1,10.92,6487.7,8.26,15.174,0
10/25/2022,1:15:29,10/25/2022 1:15,0.38,0.403,2.71,113.7,11.18,6480.5,8.3,15.171,0
10/25/2022,1:20:29,10/25/2022 1:20,0.41,0.402,2.72,114.3,11.23,6476,8.32,15.18,0
10/25/2022,1:25:29,10/25/2022 1:25,0.39,0.401,2.71,114.4,11.25,6475.8,8.31,15.182,0
10/25/2022,1:30:29,10/25/2022 1:30,0.34,0.401,2.71,113.8,11.18,6479.6,8.3,15.183,0
10/25/2022,1:35:29,10/25/2022 1:35,0.44,0.4,2.69,113.4,11.15,6469.2,8.3,15.156,0
10/25/2022,1:40:29,10/25/2022 1:40,0.34,0.401,2.67,110.6,10.88,6464.6,8.34,15.143,0
